Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,Amorphous,ENavg,dEN,N,Compo
371,-25,-5,0,0,0,0,0,66.57949,0,0,28.6253,4.795211,0,0,0,0.594,548.7285,147.6529622,141.2572254,0.12872421,0.040865795,-5.722100353,0,2.003141719,0.13757085,3,Ni/Mo/W
372,-25,15,0,0,0,0,0,67.77371,0,0,28.49716,3.729132,0,0,0,0.508,648.7112,149.2840162,142.8686516,0.128582186,0.04042571,-5.643958338,0,1.998024032,0.132717723,3,Ni/Mo/W
373,-25,25,0,0,0,0,0,68.40559,0,0,28.3321,3.262306,0,0,0,0.468,700.8906,148.5916108,142.1659195,0.128508003,0.0401892,-5.531023162,0,1.995510551,0.130390431,3,Ni/Mo/W
374,-25,35,0,0,0,0,0,68.97155,0,0,28.12948,2.898975,0,0,0,0.448,743.5489,150.898788,144.4638794,0.128442126,0.039975139,-5.413067064,0,1.993369183,0.128456004,3,Ni/Mo/W
375,-25,5,0,0,0,0,0,67.22578,0,0,28.56419,4.210026,0,0,0,0.547,597.8026,148.1301041,141.7237404,0.128647259,0.040631256,-5.719021252,0,2.000355516,0.134958468,3,Ni/Mo/W
376,-35,-15,0,0,0,0,0,61.68472,0,0,32.41496,5.90032,0,0,0,0.587,471.8569,125.4719401,119.1546933,0.129273684,0.041982026,-5.849460281,0,2.01758884,0.143638921,3,Ni/Mo/W
377,-35,-25,0,0,0,0,0,61.14943,0,0,32.38854,6.46203,0,0,0,0.628,434.9802,123.7449072,117.4365085,0.129338183,0.042118528,-5.739277446,0,2.020050485,0.145661728,3,Ni/Mo/W
378,-35,-5,0,0,0,0,0,62.39106,0,0,32.36829,5.240653,0,0,0,0.543,519.5133,127.789362,121.4604884,0.129189394,0.041799943,-5.923350934,0,2.014503721,0.141143502,3,Ni/Mo/W
379,-35,15,0,0,0,0,0,63.6236,0,0,32.23163,4.144764,0,0,0,0.456,619.0791,127.8819315,121.5328035,0.129042843,0.041460248,-5.85207544,0,2.009230398,0.136715839,3,Ni/Mo/W
380,-35,25,0,0,0,0,0,64.12239,0,0,32.10743,3.770178,0,0,0,0.428,660.7209,128.103211,121.7459272,0.128984236,0.041319962,-5.732470745,0,2.007234338,0.135082309,3,Ni/Mo/W
381,-35,5,0,0,0,0,0,63.03735,0,0,32.30718,4.655468,0,0,0,0.502,568.5874,129.3001863,122.9606858,0.129112443,0.041625137,-5.925997318,0,2.011717518,0.138826686,3,Ni/Mo/W
382,-45,-5,0,0,0,0,0,59.80671,0,0,34.64659,5.546699,0,0,0,0.52,502.3011,118.3220471,112.0344485,0.129476728,0.042209979,-5.973170842,0,2.021576601,0.142957483,3,Ni/Mo/W
383,-45,5,0,0,0,0,0,60.45301,0,0,34.58548,4.961514,0,0,0,0.479,551.3752,119.6412505,113.3430244,0.129399789,0.042069585,-5.976585299,0,2.018790589,0.140810566,3,Ni/Mo/W
384,-5,-15,0,0,0,0,0,74.24148,0,0,21.25259,4.505926,0,0,0,0.657,557.8148,166.0173986,159.4996628,0.127878491,0.038244484,-4.777040682,0,1.983408066,0.130455408,3,Ni/Mo/W
385,-5,-25,0,0,0,0,0,73.22245,0,0,21.46278,5.314763,0,0,0,0.736,510.9724,170.3622859,163.8612382,0.127998669,0.038773673,-4.828163029,0,1.98757325,0.134755342,3,Ni/Mo/W
386,-5,-35,0,0,0,0,0,72.53986,0,0,21.40927,6.050873,0,0,0,0.809,465.6694,170.6571247,164.1673713,0.128081128,0.039135344,-4.868145712,0,1.990752161,0.138249447,3,Ni/Mo/W
387,-5,-5,0,0,0,0,0,75.42667,0,0,20.91926,3.654074,0,0,0,0.584,605.2222,160.1127435,153.5756516,0.127739612,0.037599856,-4.727262758,0,1.978741559,0.12549361,3,Ni/Mo/W
388,-5,15,0,0,0,0,0,76.18037,0,0,21.06926,2.75037,0,0,0,0.499,705.037,159.3714987,152.8218811,0.127647663,0.037114137,-4.691581375,0,1.975049815,0.120442137,3,Ni/Mo/W
389,-5,25,0,0,0,0,0,76.45394,0,0,21.15723,2.388837,0,0,0,0.465,756.3428,159.3198291,152.7656444,0.127613964,0.036927572,-4.702754467,0,1.973642975,0.118364913,3,Ni/Mo/W
390,-5,35,0,0,0,0,0,77.06393,0,0,20.98149,1.954577,0,0,0,0.446,809.1879,163.4867049,156.9225614,0.127542509,0.036555526,-4.725849689,0,1.971249264,0.115412175,3,Ni/Mo/W
391,-5,5,0,0,0,0,0,76.07296,0,0,20.85815,3.068889,0,0,0,0.535,654.2963,158.5719798,152.0242611,0.127662662,0.037211792,-4.697244936,0,1.975955356,0.122068556,3,Ni/Mo/W
392,15,-25,0,0,0,0,0,80.04026,0,0,15.36232,4.597421,0,0,0,0.606,557.7705,153.1180421,146.5081604,0.127241547,0.035308272,-3.946890668,0,1.969094214,0.124173684,3,Ni/Mo/W
393,15,-5,0,0,0,0,0,81.74519,0,0,15.16556,3.089259,0,0,0,0.449,650.963,132.4039213,125.7660259,0.127038934,0.033986418,-3.588706487,0,1.961815737,0.114233847,3,Ni/Mo/W
394,15,15,0,0,0,0,0,82.63986,0,0,15.22182,2.13832,0,0,0,0.366,750.9616,124.5079314,117.8552406,0.126930999,0.03320945,-3.606662316,0,1.95767699,0.10756691,3,Ni/Mo/W
395,15,25,0,0,0,0,0,83.27174,0,0,15.05676,1.671495,0,0,0,0.341,803.1409,124.0635842,117.4005667,0.126856817,0.032671605,-3.75888919,0,1.955163532,0.103708722,3,Ni/Mo/W
396,15,35,0,0,0,0,0,83.98758,0,0,14.79368,1.218738,0,0,0,0.326,856.5909,126.4996309,119.8249598,0.126773551,0.032051092,-3.952198194,0,1.952468483,0.099551088,3,Ni/Mo/W
397,25,-15,0,0,0,0,0,83.83482,0,0,12.61568,3.549502,0,0,0,0.448,624.6372,126.7663719,120.0955279,0.126813668,0.032596071,-3.396552544,0,1.957511997,0.113204043,3,Ni/Mo/W
398,25,-35,0,0,0,0,0,82.70599,0,0,12.468,4.826012,0,0,0,0.619,542.8082,152.2072189,145.5550892,0.126950604,0.033633277,-3.902023485,0,1.962887092,0.121524211,3,Ni/Mo/W
399,25,25,0,0,0,0,0,86.40559,0,0,12.26729,1.327121,0,0,0,0.281,824.0387,104.8943582,98.18130558,0.126508658,0.030077415,-3.4691621,0,1.946640289,0.09493138,3,Ni/Mo/W
400,25,5,0,0,0,0,0,85.22578,0,0,12.49938,2.27484,0,0,0,0.337,720.9507,110.0610548,103.3673298,0.126647913,0.031270582,-3.161506314,0,1.95148523,0.103429392,3,Ni/Mo/W
401,35,-25,0,0,0,0,0,86.34943,0,0,9.897798,3.752771,0,0,0,0.458,607.3876,126.0171349,119.3064307,0.126539089,0.030618769,-3.497518146,0,1.951631945,0.109782806,3,Ni/Mo/W
402,35,-5,0,0,0,0,0,87.59106,0,0,9.87755,2.531394,0,0,0,0.329,691.9208,103.1218003,96.39062104,0.126390303,0.029246709,-3.062810694,0,1.946085224,0.099987018,3,Ni/Mo/W
403,35,15,0,0,0,0,0,88.8236,0,0,9.74089,1.435505,0,0,0,0.256,791.4865,91.78710643,85.03567276,0.126243752,0.027788197,-3.134760271,0,1.940811902,0.089697127,3,Ni/Mo/W
404,35,25,0,0,0,0,0,89.32239,0,0,9.616687,1.060919,0,0,0,0.238,833.1283,89.82289454,83.0633053,0.126185141,0.027175862,-3.341173718,0,1.938815777,0.08560629,3,Ni/Mo/W
405,35,5,0,0,0,0,0,88.23735,0,0,9.816439,1.946209,0,0,0,0.286,740.9948,96.0018043,89.25999827,0.126313351,0.02849564,-3.021923461,0,1.943299,0.094696999,3,Ni/Mo/W
406,45,-15,0,0,0,0,0,88.93893,0,0,8.336962,2.724106,0,0,0,0.339,674.8196,103.6300215,96.8775271,0.126243956,0.027964095,-3.259782875,0,1.943100844,0.098138919,3,Ni/Mo/W
407,45,15,0,0,0,0,0,90.36078,0,0,8.202518,1.436699,0,0,0,0.249,782.7826,88.29552893,81.51965471,0.126074677,0.026113545,-3.171028377,0,1.936971383,0.08548936,3,Ni/Mo/W
408,45,5,0,0,0,0,0,89.97301,0,0,8.239184,1.78781,0,0,0,0.264,753.3382,90.09322201,83.32372363,0.126120852,0.026638707,-3.080153482,0,1.938643181,0.089159283,3,Ni/Mo/W
409,5,-15,0,0,0,0,0,77.84148,0,0,18.03963,4.118889,0,0,0,0.59,582.4444,155.6699148,149.0947066,0.127478625,0.036470854,-4.22766666,0,1.973634056,0.124764672,3,Ni/Mo/W
410,5,-35,0,0,0,0,0,76.13986,0,0,18.19631,5.663836,0,0,0,0.783,490.299,173.908565,167.3613392,0.127681262,0.037548172,-4.495642344,0,1.980978152,0.133431931,3,Ni/Mo/W
411,5,15,0,0,0,0,0,79.78037,0,0,17.8563,2.363333,0,0,0,0.436,729.6667,144.1150106,137.5079205,0.127247797,0.035107074,-4.109128869,0,1.965275806,0.113536464,3,Ni/Mo/W
412,5,25,0,0,0,0,0,80.05394,0,0,17.94426,2.0018,0,0,0,0.409,780.9724,144.6962234,138.0845668,0.127214085,0.034883534,-4.192883954,0,1.96386875,0.111206858,3,Ni/Mo/W
413,5,43,0,0,0,0,0,80.89938,0,0,17.76479,1.335833,0,0,0,0.388,864.9445,152.0261051,145.4006063,0.127114431,0.034244361,-4.405825492,0,1.960423281,0.106139315,3,Ni/Mo/W
414,5,5,0,0,0,0,0,79.67296,0,0,17.64519,2.681852,0,0,0,0.472,678.9259,145.1652202,138.5600292,0.127262796,0.03522196,-4.081608297,0,1.966181347,0.115337135,3,Ni/Mo/W
415,-15,-15,0,0,0,0,0,69.90097,0,0,25.04404,5.054987,0,0,0,0.545,529.8505,130.8121407,124.3637484,0.128361439,0.039939655,-5.288305721,0,1.995357484,0.136392681,3,Ni/Mo/W
416,-15,-25,0,0,0,0,0,69.24026,0,0,25.00121,5.758532,0,0,0,0.619,483.8816,135.6837878,129.2463227,0.128441159,0.040231777,-5.251315357,0,1.998416457,0.139532507,3,Ni/Mo/W
417,-15,-35,0,0,0,0,0,68.66351,0,0,24.86035,6.476145,0,0,0,0.699,439.1835,139.0661377,132.6382733,0.128511782,0.040488724,-5.205464619,0,2.001293623,0.142539134,3,Ni/Mo/W
418,-15,-5,0,0,0,0,0,70.94519,0,0,24.80444,4.25037,0,0,0,0.487,577.0741,127.3088943,120.843416,0.128238533,0.039490231,-5.304627477,0,1.991137765,0.132387452,3,Ni/Mo/W
419,-15,15,0,0,0,0,0,71.83986,0,0,24.86071,3.299431,0,0,0,0.413,677.0727,126.6728544,120.1925802,0.128130611,0.039047587,-5.243002538,0,1.986999234,0.1276339,3,Ni/Mo/W
420,-15,25,0,0,0,0,0,72.47174,0,0,24.69565,2.832606,0,0,0,0.382,729.252,126.1941416,119.7035407,0.128056429,0.03874654,-5.179549697,0,1.984485776,0.124990664,3,Ni/Mo/W
421,-15,35,0,0,0,0,0,73.18758,0,0,24.43257,2.379849,0,0,0,0.363,782.702,128.7067342,122.2044796,0.127973163,0.03840129,-5.115568115,0,1.981790726,0.122211453,3,Ni/Mo/W
422,-15,5,0,0,0,0,0,71.59148,0,0,24.74333,3.665185,0,0,0,0.441,626.1481,125.0874844,118.6113792,0.128161582,0.039185818,-5.289365167,0,1.988351562,0.129412512,3,Ni/Mo/W
423,-25,-15,0,0,0,0,0,65.83482,0,0,28.68049,5.484687,0,0,0,0.593,501.489,134.7144886,128.3310059,0.128813013,0.041124582,-5.65726687,0,2.006382259,0.140507104,3,Ni/Mo/W
424,-25,-25,0,0,0,0,0,65.17411,0,0,28.63766,6.188232,0,0,0,0.651,455.5202,134.3342735,127.961718,0.128892733,0.041352486,-5.560755004,0,2.009441232,0.143321863,3,Ni/Mo/W
425,-25,-35,0,0,0,0,0,64.70599,0,0,28.53281,6.761198,0,0,0,0.704,419.6601,133.8346418,127.4698734,0.12894995,0.041515191,-5.460481439,0,2.011757378,0.145498661,3,Ni/Mo/W
426,-25,-5,0,0,0,0,0,66.57949,0,0,28.6253,4.795211,0,0,0,0.539,548.7285,133.9813917,127.5856548,0.12872421,0.040865795,-5.722100353,0,2.003141719,0.13757085,3,Ni/Mo/W
427,-25,15,0,0,0,0,0,67.77371,0,0,28.49716,3.729132,0,0,0,0.456,648.7112,134.0029752,127.5876105,0.128582186,0.04042571,-5.643958338,0,1.998024032,0.132717723,3,Ni/Mo/W
428,-25,25,0,0,0,0,0,68.40559,0,0,28.3321,3.262306,0,0,0,0.427,700.8906,135.5739696,129.1482784,0.128508003,0.0401892,-5.531023162,0,1.995510551,0.130390431,3,Ni/Mo/W
429,-25,35,0,0,0,0,0,68.97155,0,0,28.12948,2.898975,0,0,0,0.408,743.5489,137.4256819,130.9907734,0.128442126,0.039975139,-5.413067064,0,1.993369183,0.128456004,3,Ni/Mo/W
430,-25,5,0,0,0,0,0,67.22578,0,0,28.56419,4.210026,0,0,0,0.499,597.8026,135.1314843,128.7251206,0.128647259,0.040631256,-5.719021252,0,2.000355516,0.134958468,3,Ni/Mo/W
431,-35,-15,0,0,0,0,0,61.68472,0,0,32.41496,5.90032,0,0,0,0.607,471.8569,129.7469636,123.4297168,0.129273684,0.041982026,-5.849460281,0,2.01758884,0.143638921,3,Ni/Mo/W
432,-35,-25,0,0,0,0,0,61.14943,0,0,32.38854,6.46203,0,0,0,0.655,434.9802,129.06515,122.7567513,0.129338183,0.042118528,-5.739277446,0,2.020050485,0.145661728,3,Ni/Mo/W
433,-35,-5,0,0,0,0,0,62.39106,0,0,32.36829,5.240653,0,0,0,0.546,519.5133,128.4953806,122.166507,0.129189394,0.041799943,-5.923350934,0,2.014503721,0.141143502,3,Ni/Mo/W
434,-35,15,0,0,0,0,0,63.6236,0,0,32.23163,4.144764,0,0,0,0.467,619.0791,130.9668027,124.6176746,0.129042843,0.041460248,-5.85207544,0,2.009230398,0.136715839,3,Ni/Mo/W
435,-35,25,0,0,0,0,0,64.12239,0,0,32.10743,3.770178,0,0,0,0.445,660.7209,133.1914226,126.8341388,0.128984236,0.041319962,-5.732470745,0,2.007234338,0.135082309,3,Ni/Mo/W
436,-35,5,0,0,0,0,0,63.03735,0,0,32.30718,4.655468,0,0,0,1.346,568.5874,346.6893441,340.3498436,0.129112443,0.041625137,-5.925997318,0,2.011717518,0.138826686,3,Ni/Mo/W
437,-45,-5,0,0,0,0,0,59.80671,0,0,34.64659,5.546699,0,0,0,0.559,502.3011,127.1962006,120.908602,0.129476728,0.042209979,-5.973170842,0,2.021576601,0.142957483,3,Ni/Mo/W
438,-45,5,0,0,0,0,0,60.45301,0,0,34.58548,4.961514,0,0,0,0.442,551.3752,110.3996508,104.1014246,0.129399789,0.042069585,-5.976585299,0,2.018790589,0.140810566,3,Ni/Mo/W
439,-5,-15,0,0,0,0,0,74.24148,0,0,21.25259,4.505926,0,0,0,0.496,557.8148,125.3342918,118.816556,0.127878491,0.038244484,-4.777040682,0,1.983408066,0.130455408,3,Ni/Mo/W
440,-5,-25,0,0,0,0,0,73.22245,0,0,21.46278,5.314763,0,0,0,0.562,510.9724,130.0864194,123.5853717,0.127998669,0.038773673,-4.828163029,0,1.98757325,0.134755342,3,Ni/Mo/W
441,-5,-35,0,0,0,0,0,72.53986,0,0,21.40927,6.050873,0,0,0,0.641,465.6694,135.2178207,128.7280673,0.128081128,0.039135344,-4.868145712,0,1.990752161,0.138249447,3,Ni/Mo/W
442,-5,-43,0,0,0,0,0,71.99975,0,0,21.47886,6.521389,0,0,0,0.706,437.9075,140.0507008,133.5698177,0.12814524,0.039396955,-4.890547941,0,1.993043381,0.140477378,3,Ni/Mo/W
443,-5,-5,0,0,0,0,0,75.42667,0,0,20.91926,3.654074,0,0,0,0.443,605.2222,121.4553859,114.9182941,0.127739612,0.037599856,-4.727262758,0,1.978741559,0.12549361,3,Ni/Mo/W
444,-5,15,0,0,0,0,0,76.18037,0,0,21.06926,2.75037,0,0,0,0.371,705.037,118.4906333,111.9410157,0.127647663,0.037114137,-4.691581375,0,1.975049815,0.120442137,3,Ni/Mo/W
445,-5,25,0,0,0,0,0,76.45394,0,0,21.15723,2.388837,0,0,0,0.343,756.3428,117.5197879,110.9656032,0.127613964,0.036927572,-4.702754467,0,1.973642975,0.118364913,3,Ni/Mo/W
446,-5,35,0,0,0,0,0,77.06393,0,0,20.98149,1.954577,0,0,0,0.328,809.1879,120.2323749,113.6682314,0.127542509,0.036555526,-4.725849689,0,1.971249264,0.115412175,3,Ni/Mo/W
447,-5,43,0,0,0,0,0,77.29938,0,0,20.97775,1.72287,0,0,0,0.323,840.3149,122.9540359,116.3860094,0.127514297,0.036398825,-4.748355047,0,1.97019729,0.113913089,3,Ni/Mo/W
448,-5,5,0,0,0,0,0,76.07296,0,0,20.85815,3.068889,0,0,0,0.398,654.2963,117.9656971,111.4179784,0.127662662,0.037211792,-4.697244936,0,1.975955356,0.122068556,3,Ni/Mo/W
449,15,-15,0,0,0,0,0,80.70097,0,0,15.40515,3.893876,0,0,0,0.413,603.7394,112.9530006,106.3321917,0.127161827,0.0347922,-3.740436927,0,1.966035241,0.119888952,3,Ni/Mo/W
450,15,-25,0,0,0,0,0,80.04026,0,0,15.36232,4.597421,0,0,0,0.479,557.7705,121.0289475,114.4190657,0.127241547,0.035308272,-3.946890668,0,1.969094214,0.124173684,3,Ni/Mo/W
451,15,-35,0,0,0,0,0,79.46351,0,0,15.22146,5.315034,0,0,0,0.558,513.0724,129.6913628,123.0910818,0.12731217,0.03575878,-4.156120584,0,1.971971379,0.128202629,3,Ni/Mo/W
452,15,-5,0,0,0,0,0,81.74519,0,0,15.16556,3.089259,0,0,0,0.363,650.963,107.0437048,100.4058093,0.127038934,0.033986418,-3.588706487,0,1.961815737,0.114233847,3,Ni/Mo/W
453,15,15,0,0,0,0,0,82.63986,0,0,15.22182,2.13832,0,0,0,0.295,750.9616,100.3547534,93.70206263,0.126930999,0.03320945,-3.606662316,0,1.95767699,0.10756691,3,Ni/Mo/W
454,15,25,0,0,0,0,0,83.27174,0,0,15.05676,1.671495,0,0,0,0.271,803.1409,98.59598631,91.9329688,0.126856817,0.032671605,-3.75888919,0,1.955163532,0.103708722,3,Ni/Mo/W
455,15,35,0,0,0,0,0,83.98758,0,0,14.79368,1.218738,0,0,0,0.26,856.5909,100.8892762,94.21460503,0.126773551,0.032051092,-3.952198194,0,1.952468483,0.099551088,3,Ni/Mo/W
456,15,5,0,0,0,0,0,82.39148,0,0,15.10444,2.504074,0,0,0,0.321,700.037,101.7944803,95.14595851,0.12696197,0.033447136,-3.540364315,0,1.959029318,0.110032447,3,Ni/Mo/W
457,25,-15,0,0,0,0,0,83.83482,0,0,12.61568,3.549502,0,0,0,0.377,624.6372,106.6761657,100.0053216,0.126813668,0.032596071,-3.396552544,0,1.957511997,0.113204043,3,Ni/Mo/W
458,25,-25,0,0,0,0,0,83.17411,0,0,12.57284,4.253047,0,0,0,0.444,578.6684,116.3887326,109.7288163,0.126893374,0.033204166,-3.649270666,0,1.960570754,0.117953542,3,Ni/Mo/W
459,25,-35,0,0,0,0,0,82.70599,0,0,12.468,4.826012,0,0,0,0.509,542.8082,125.1590863,118.5069566,0.126950604,0.033633277,-3.902023485,0,1.962887092,0.121524211,3,Ni/Mo/W
460,25,-5,0,0,0,0,0,84.57949,0,0,12.56049,2.860026,0,0,0,0.327,671.8767,99.52576745,92.84266925,0.126724865,0.031899517,-3.209098642,0,1.954271457,0.108082872,3,Ni/Mo/W
461,25,15,0,0,0,0,0,85.77371,0,0,12.43234,1.793947,0,0,0,0.26,771.8594,90.90960013,84.20687467,0.126582827,0.030719655,-3.267001878,0,1.949153554,0.099347621,3,Ni/Mo/W
462,25,25,0,0,0,0,0,86.40559,0,0,12.26729,1.327121,0,0,0,0.238,824.0387,88.8429084,82.12985574,0.126508658,0.030077415,-3.4691621,0,1.946640289,0.09493138,3,Ni/Mo/W
463,25,35,0,0,0,0,0,86.97155,0,0,12.06466,0.9637901,0,0,0,0.23,866.6971,90.30117085,83.57890147,0.126442768,0.029490626,-3.705077581,0,1.944498707,0.09111491,3,Ni/Mo/W
464,25,5,0,0,0,0,0,85.22578,0,0,12.49938,2.27484,0,0,0,0.286,720.9507,93.40493079,86.71120579,0.126647913,0.031270582,-3.161506314,0,1.95148523,0.103429392,3,Ni/Mo/W
465,35,-15,0,0,0,0,0,86.88472,0,0,9.924223,3.191061,0,0,0,0.35,644.2643,102.1481048,95.42855214,0.126474597,0.03003413,-3.246181283,0,1.949170408,0.105499872,3,Ni/Mo/W
466,35,-25,0,0,0,0,0,86.34943,0,0,9.897798,3.752771,0,0,0,0.404,607.3876,111.1592195,104.4485152,0.126539089,0.030618769,-3.497518146,0,1.951631945,0.109782806,3,Ni/Mo/W
467,35,-5,0,0,0,0,0,87.59106,0,0,9.87755,2.531394,0,0,0,0.298,691.9208,93.40515648,86.67397724,0.126390303,0.029246709,-3.062810694,0,1.946085224,0.099987018,3,Ni/Mo/W
468,35,15,0,0,0,0,0,88.8236,0,0,9.74089,1.435505,0,0,0,0.234,791.4865,83.89915197,77.1477183,0.126243752,0.027788197,-3.134760271,0,1.940811902,0.089697127,3,Ni/Mo/W
469,35,25,0,0,0,0,0,89.32239,0,0,9.616687,1.060919,0,0,0,0.219,833.1283,82.65215926,75.89257002,0.126185141,0.027175862,-3.341173718,0,1.938815777,0.08560629,3,Ni/Mo/W
470,35,5,0,0,0,0,0,88.23735,0,0,9.816439,1.946209,0,0,0,0.26,740.9948,87.27436754,80.53256151,0.126313351,0.02849564,-3.021923461,0,1.943299,0.094696999,3,Ni/Mo/W
471,45,-5,0,0,0,0,0,89.32671,0,0,8.300295,2.372995,0,0,0,0.288,704.2641,91.88111154,85.12224065,0.126197792,0.027479232,-3.112263327,0,1.941429215,0.094895752,3,Ni/Mo/W
472,45,5,0,0,0,0,0,89.97301,0,0,8.239184,1.78781,0,0,0,0.249,753.3382,84.97428895,78.20479056,0.126120852,0.026638707,-3.080153482,0,1.938643181,0.089159283,3,Ni/Mo/W
473,5,-15,0,0,0,0,0,77.84148,0,0,18.03963,4.118889,0,0,0,0.454,582.4444,119.7866802,113.211472,0.127478625,0.036470854,-4.22766666,0,1.973634056,0.124764672,3,Ni/Mo/W
474,5,-25,0,0,0,0,0,76.82245,0,0,18.24982,4.927726,0,0,0,0.519,535.602,125.9237794,119.3652593,0.127598802,0.03711196,-4.36280148,0,1.977799241,0.12956865,3,Ni/Mo/W
475,5,-35,0,0,0,0,0,76.13986,0,0,18.19631,5.663836,0,0,0,0.596,490.299,132.3748464,125.8276206,0.127681262,0.037548172,-4.495642344,0,1.980978152,0.133431931,3,Ni/Mo/W
476,5,-43,0,0,0,0,0,75.59975,0,0,18.2659,6.134352,0,0,0,0.659,462.5371,138.0798129,131.5414573,0.127745374,0.037865658,-4.585344113,0,1.983269372,0.135903845,3,Ni/Mo/W
477,5,-5,0,0,0,0,0,79.02667,0,0,17.7063,3.267037,0,0,0,0.402,629.8519,114.6998101,108.1052459,0.127339746,0.035689985,-4.123646202,0,1.96896755,0.119184863,3,Ni/Mo/W
478,5,15,0,0,0,0,0,79.78037,0,0,17.8563,2.363333,0,0,0,0.332,729.6667,109.738953,103.131863,0.127247797,0.035107074,-4.109128869,0,1.965275806,0.113536464,3,Ni/Mo/W
479,5,25,0,0,0,0,0,80.05394,0,0,17.94426,2.0018,0,0,0,0.409,780.9724,144.6962234,138.0845668,0.127214085,0.034883534,-4.192883954,0,1.96386875,0.111206858,3,Ni/Mo/W
480,5,35,0,0,0,0,0,80.66393,0,0,17.76853,1.567539,0,0,0,0.393,833.8175,148.4436957,141.8220798,0.127142642,0.034433204,-4.309818189,0,1.961475231,0.107841997,3,Ni/Mo/W
481,5,43,0,0,0,0,0,80.89938,0,0,17.76479,1.335833,0,0,0,0.388,864.9445,152.0261051,145.4006063,0.127114431,0.034244361,-4.405825492,0,1.960423281,0.106139315,3,Ni/Mo/W
482,5,5,0,0,0,0,0,79.67296,0,0,17.64519,2.681852,0,0,0,0.472,678.9259,145.1652202,138.5600292,0.127262796,0.03522196,-4.081608297,0,1.966181347,0.115337135,3,Ni/Mo/W
483,-27.5,-27.5,0,0,0,0,98.37,0,1.63,0,0,0,0,0,0,0.335,110.8,16.814454,10.6488146,0.1250489,0.003037851,0.38482344,0,1.880326,0.002532533,2,Co/Cu
484,-27.5,27.5,0,0,0,0,95.54,0,4.46,0,0,0,0,0,0,0.312666667,129.1,18.28546582,12.24893102,0.1251338,0.004948877,1.02266016,0,1.880892,0.004128479,2,Co/Cu
485,0,0,0,0,0,0,96.56,0,3.44,0,0,0,0,0,0,0.334666667,133.4,20.22397362,14.14090642,0.1251032,0.004370496,0.79719936,0,1.880688,0.003645087,2,Co/Cu
486,27.5,-27.5,0,0,0,0,98.35,0,1.65,0,0,0,0,0,0,0.255333333,140.3,16.22793978,10.06321278,0.1250495,0.003056106,0.389466,0,1.88033,0.002547764,2,Co/Cu
487,27.5,27.5,0,0,0,0,97.13,0,2.87,0,0,0,0,0,0,0.307666667,122.8,17.11500442,11.00593382,0.1250861,0.00400433,0.66903144,0,1.880574,0.00333924,2,Co/Cu
488,-27.5,-27.5,0,0,0,0,97.71,2.29,0,0,0,0,0,0,0,0.465666667,142.9333333,30.15135788,23.89555688,0.125,0,0,0,1.880687,0.004487542,2,Co/Ni
489,-27.5,27.5,0,0,0,0,96.68,3.32,0,0,0,0,0,0,0,0.657,130.7,38.8990647,32.6361567,0.125,0,0,0,1.880996,0.005374754,2,Co/Ni
490,0,0,0,0,0,0,96.15,3.85,0,0,0,0,0,0,0,0.648,140.85,41.3456724,35.0791074,0.125,0,0,0,1.881155,0.005771999,2,Co/Ni
491,27.5,-27.5,0,0,0,0,99.61,0.39,0,0,0,0,0,0,0,0.612666667,108.9,30.22388822,23.98119722,0.125,0,0,0,1.880117,0.001869843,2,Co/Ni
492,27.5,27.5,0,0,0,0,95.64,4.36,0,0,0,0,0,0,0,0.440666667,132.025,26.35509457,20.08501057,0.125,0,0,0,1.881308,0.006126103,2,Co/Ni
493,-35,-15,0,0,8.541755,76.61885,0,14.8394,0,0,0,0,0,0,0,0.3624405,488.3042,80.17249194,70.71333066,0.124233818,0.003406912,-1.526278642,0,1.827350628,0.058406071,3,Ni/Fe/Cr
494,-35,-5,0,0,10.12,75.68,0,14.2,0,0,0,0,0,0,0,0.3987673,448.2855,80.9790041,71.4570961,0.1242432,0.003453025,-1.56844864,0,1.824156,0.061638686,3,Ni/Fe/Cr
495,-25,25,0,0,16.87818,69.25818,0,13.86364,0,0,0,0,0,0,0,0.5930351,502.9258,135.1084514,125.3822175,0.124307418,0.00371196,-1.890897623,0,1.812398006,0.073859575,3,Ni/Fe/Cr
496,-25,-25,0,0,8.697859,74.47015,0,16.83199,0,0,0,0,0,0,0,0.3418594,601.4345,93.1395349,83.7292642,0.124255297,0.003509137,-1.671803374,0,1.828679213,0.0599098,3,Ni/Fe/Cr
497,-25,15,0,0,14.83667,70.69556,0,14.46778,0,0,0,0,0,0,0,0.4976308,488.2625,110.0674297,100.4163855,0.124293057,0.00366198,-1.838831222,0,1.816352068,0.070904616,3,Ni/Fe/Cr
498,-25,-5,0,0,12.00125,72.58875,0,15.41,0,0,0,0,0,0,0,0.4099133,492.4081,91.43561704,81.89176891,0.124274113,0.003589371,-1.761166339,0,1.821925875,0.066252621,3,Ni/Fe/Cr
499,-15,-35,0,0,8.809003,71.62271,0,19.56828,0,0,0,0,0,0,0,0.3425785,641.5758,99.56490407,90.22475446,0.124283764,0.003627408,-1.856252166,0,1.830679191,0.061625565,3,Ni/Fe/Cr
