Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Re,Ta,Thickness,Hardness,Modulus,ravg,delta,dHmix,ENavg,dEN,N,Compo
1,-35,-25,0,26.93146,13.26419,0,59.80435,0,0,0,0,0,0,0,0,0,0,567.4116,11.475,197.42,0.136580528,0.139660899,-20.30836398,1.780796986,0.121590694,3,Co/Cr/Ti
2,-35,25,0,46.79529,12.05821,0,41.1465,0,0,0,0,0,0,0,0,0,0,504.2531,13.009,208.71,0.145121975,0.147846616,-23.93897271,1.731804184,0.124530277,3,Co/Cr/Ti
3,-35,15,0,42.855,13,0,44.145,0,0,0,0,0,0,0,0,0,0,517.3333,13.807,224.48,0.14342765,0.148362943,-23.66667852,1.739977,0.125122098,3,Co/Cr/Ti
4,-35,-15,0,30.14,13.615,0,56.245,0,0,0,0,0,0,0,0,0,0,552,11.732,231.67,0.1379602,0.143021245,-21.36075032,1.771683,0.123416885,3,Co/Cr/Ti
5,-35,5,0,37.795,14.2475,0,47.9575,0,0,0,0,0,0,0,0,0,0,537.75,14.615,191.88,0.14125185,0.147606041,-22.90159669,1.7503885,0.125084248,3,Co/Cr/Ti
6,-35,-5,0,33.9075,14.31,0,51.7825,0,0,0,0,0,0,0,0,0,0,544.875,12.138,218.15,0.139580225,0.145837274,-22.20934716,1.7603585,0.124633148,3,Co/Cr/Ti
7,-25,35,0,48.15455,13.79638,0,38.04907,0,0,0,0,0,0,0,0,0,0,499.8769,14.513,229.38,0.145706457,0.147456407,-23.22114825,1.724446134,0.122608803,3,Co/Cr/Ti
8,-25,-35,0,20.92777,14.73884,0,64.33339,0,0,0,0,0,0,0,0,0,0,664.7609,10.138,243.78,0.133998941,0.130539084,-17.45995138,1.79316235,0.117217719,3,Co/Cr/Ti
9,-25,25,0,44.56,14.43,0,41.01,0,0,0,0,0,0,0,0,0,0,514.6667,14.238,190.57,0.1441608,0.148253677,-23.21418384,1.732398,0.123775319,3,Co/Cr/Ti
10,-25,-25,0,23.1,15.36,0,61.54,0,0,0,0,0,0,0,0,0,0,627.655,10.674,231.66,0.134933,0.13431343,-18.42752064,1.786148,0.119338351,3,Co/Cr/Ti
11,-25,15,0,39.5,15.6775,0,44.8225,0,0,0,0,0,0,0,0,0,0,535.0833,13.672,225.68,0.141985,0.148047891,-22.68773309,1.7428095,0.124373135,3,Co/Cr/Ti
12,-25,-15,0,26.8675,16.055,0,57.0775,0,0,0,0,0,0,0,0,0,0,590.4286,11.894,193.37,0.136553025,0.139584106,-19.84954141,1.7748235,0.12194652,3,Co/Cr/Ti
13,-25,5,0,34.44,16.925,0,48.635,0,0,0,0,0,0,0,0,0,0,555.5,13.743,228.91,0.1398092,0.146144928,-21.70902868,1.753221,0.124097644,3,Co/Cr/Ti
14,-25,-5,0,30.635,16.75,0,52.615,0,0,0,0,0,0,0,0,0,0,562.625,11.874,243.21,0.13817305,0.143457827,-20.89970138,1.763499,0.123465692,3,Co/Cr/Ti
15,-15,35,0,44.92,17.63,0,37.45,0,0,0,0,0,0,0,0,0,0,512,14.397,201.12,0.1443156,0.148208126,-22.11506528,1.724422,0.121220155,3,Co/Cr/Ti
16,-15,-35,0,18.515,16.64,0,64.845,0,0,0,0,0,0,0,0,0,0,696.2975,9.992,204.86,0.13296145,0.125615551,-16.03586212,1.795253,0.11570586,3,Co/Cr/Ti
17,-15,25,0,40.5325,17.9925,0,41.475,0,0,0,0,0,0,0,0,0,0,532.4167,13.595,222.15,0.142428975,0.14822165,-22.06412602,1.735032,0.122852021,3,Co/Cr/Ti
18,-15,-25,0,21.055,17.5675,0,61.3775,0,0,0,0,0,0,0,0,0,0,667,10.248,178.42,0.13405365,0.130776512,-17.23466971,1.7866085,0.118380225,3,Co/Cr/Ti
19,-15,15,0,36.145,18.355,0,45.5,0,0,0,0,0,0,0,0,0,0,552.8333,14.834,188.45,0.14054235,0.146988316,-21.61337213,1.745642,0.123554716,3,Co/Cr/Ti
20,-15,-15,0,23.595,18.495,0,57.91,0,0,0,0,0,0,0,0,0,0,628.8571,10.546,203.31,0.13514585,0.135094175,-18.23909163,1.777964,0.120376305,3,Co/Cr/Ti
21,-15,5,0,31.085,19.6025,0,49.3125,0,0,0,0,0,0,0,0,0,0,573.25,12.081,211.4,0.13836655,0.143836683,-20.42104515,1.7560535,0.123037942,3,Co/Cr/Ti
22,-15,-5,0,27.3625,19.19,0,53.4475,0,0,0,0,0,0,0,0,0,0,590.7143,11.547,184.99,0.136765875,0.140168052,-19.49081474,1.7666395,0.122206412,3,Co/Cr/Ti
23,-5,43,0,43.525,20.975,0,35.5,0,0,0,0,0,0,0,0,0,0,515.3429,14.492,203.48,0.14371575,0.148341136,-21.05314325,1.72069,0.119143291,3,Co/Cr/Ti
24,-5,-43,0,14.946,18.291,0,66.763,0,0,0,0,0,0,0,0,0,0,698.4011,9.285,233.44,0.13142678,0.116652607,-13.89512139,1.8009002,0.112692332,3,Co/Cr/Ti
25,-5,35,0,40.8925,21.1925,0,37.915,0,0,0,0,0,0,0,0,0,0,528,13.857,230.52,0.142583775,0.148265967,-21.07706022,1.727056,0.120451786,3,Co/Cr/Ti
26,-5,-35,0,16.47,18.8475,0,64.6825,0,0,0,0,0,0,0,0,0,0,691.4403,9.545,211.79,0.1320821,0.120751499,-14.75132946,1.7957135,0.114680844,3,Co/Cr/Ti
27,-5,25,0,36.505,21.555,0,41.94,0,0,0,0,0,0,0,0,0,0,549,14.354,191.1,0.14069715,0.147139439,-20.79707013,1.737666,0.121864812,3,Co/Cr/Ti
28,-5,-25,0,19.01,19.775,0,61.215,0,0,0,0,0,0,0,0,0,0,669.4286,10.091,172.91,0.1331743,0.126693633,-16.02283438,1.787069,0.117412475,3,Co/Cr/Ti
29,-5,15,0,32.1175,21.9175,0,45.965,0,0,0,0,0,0,0,0,0,0,570,13.68,224.18,0.138810525,0.144642473,-20.11726542,1.748276,0.122344954,3,Co/Cr/Ti
30,-5,-15,0,21.55,20.7025,0,57.7475,0,0,0,0,0,0,0,0,0,0,643.2857,10.378,224.39,0.1342665,0.131680328,-17.09995364,1.7784245,0.119458059,3,Co/Cr/Ti
31,-5,5,0,27.73,22.28,0,49.99,0,0,0,0,0,0,0,0,0,0,591,11.679,237.36,0.1369239,0.14058635,-19.03764608,1.758886,0.121903236,3,Co/Cr/Ti
32,-5,-5,0,24.09,21.63,0,54.28,0,0,0,0,0,0,0,0,0,0,617.1429,11.378,187.73,0.1353587,0.135847039,-17.98268724,1.76978,0.120852437,3,Co/Cr/Ti
33,5,5,0,27.10667,23.24333,0,49.65,0,0,0,0,0,0,0,0,0,0,609,11.146,192.37,0.136655868,0.139869219,-18.68406516,1.758387332,0.121590459,3,Co/Cr/Ti
34,5,-5,0,21.95,24.63,0,53.42,0,0,0,0,0,0,0,0,0,0,636,10.541,181.09,0.1344385,0.132387967,-16.75170796,1.768744,0.119921735,3,Co/Cr/Ti
35,5,15,0,28.651,26.459,0,44.89,0,0,0,0,0,0,0,0,0,0,586.6667,13.006,197.99,0.13731993,0.141578961,-18.42781225,1.7472976,0.120682663,3,Co/Cr/Ti
36,5,-15,0,19.345,23.3175,0,57.3375,0,0,0,0,0,0,0,0,0,0,656.6667,9.921,176.49,0.13331835,0.127402673,-15.82513526,1.7784045,0.118495757,3,Co/Cr/Ti
37,5,25,0,32.894,26.366,0,40.74,0,0,0,0,0,0,0,0,0,0,565,14.407,165.97,0.13914442,0.145191663,-19.15617179,1.7364704,0.119986424,3,Co/Cr/Ti
38,5,-25,0,16.74,22.005,0,61.255,0,0,0,0,0,0,0,0,0,0,677.3333,9.463,206.93,0.1321982,0.121433593,-14.67266184,1.788065,0.11625238,3,Co/Cr/Ti
39,5,35,0,37.137,26.273,0,36.59,0,0,0,0,0,0,0,0,0,0,544,13.568,202.3,0.14096891,0.147382553,-19.48912733,1.7256432,0.118299291,3,Co/Cr/Ti
40,5,-35,0,14.135,20.6925,0,65.1725,0,0,0,0,0,0,0,0,0,0,698,9.7,171.68,0.13107805,0.11428638,-13.29428772,1.7977255,0.113142992,3,Co/Cr/Ti
41,5,43,0,39.6828,26.2172,0,34.1,0,0,0,0,0,0,0,0,0,0,530.9501,13.996,179.74,0.142063604,0.148083738,-19.49910674,1.71914688,0.116794569,3,Co/Cr/Ti
42,5,-43,0,12.572,19.905,0,67.523,0,0,0,0,0,0,0,0,0,0,702.8186,8.759,200.04,0.13040596,0.109319711,-12.3588309,1.8035218,0.110832202,3,Co/Cr/Ti
43,15,5,0,26.48333,24.20667,0,49.31,0,0,0,0,0,0,0,0,0,0,627,11.894,213.49,0.136387832,0.139114385,-18.33081611,1.757888668,0.12127482,3,Co/Cr/Ti
44,15,-5,0,21.71667,24.945,0,53.33833,0,0,0,0,0,0,0,0,0,0,654,10.209,183.05,0.134338168,0.131977621,-16.61896816,1.768657658,0.11981958,3,Co/Cr/Ti
45,15,15,0,26.67833,29.07667,0,44.245,0,0,0,0,0,0,0,0,0,0,604.6667,13.671,178.45,0.136471682,0.139354631,-17.45068958,1.746667668,0.119708599,3,Co/Cr/Ti
46,15,-15,0,17.34,25.035,0,57.625,0,0,0,0,0,0,0,0,0,0,681,10.155,202.47,0.1324562,0.122904677,-14.71496232,1.779839,0.117501294,3,Co/Cr/Ti
47,15,25,0,29.572,30.638,0,39.79,0,0,0,0,0,0,0,0,0,0,582.3333,13.55,194.58,0.13771596,0.142494207,-17.66611571,1.7357092,0.118320028,3,Co/Cr/Ti
48,15,-25,0,14.735,23.7225,0,61.5425,0,0,0,0,0,0,0,0,0,0,701.6667,9.852,177.48,0.13133605,0.116049954,-13.4711319,1.7894995,0.115118241,3,Co/Cr/Ti
49,15,35,0,33.815,30.545,0,35.64,0,0,0,0,0,0,0,0,0,0,560,13.444,175.22,0.13954045,0.145781636,-18.13172569,1.724882,0.116538089,3,Co/Cr/Ti
50,15,-35,0,12.13,22.41,0,65.46,0,0,0,0,0,0,0,0,0,0,719.1449,9.259,204.96,0.1302159,0.107809033,-12.00140076,1.79916,0.11185354,3,Co/Cr/Ti
51,25,5,0,25.86,25.17,0,48.97,0,0,0,0,0,0,0,0,0,0,645,11.699,243.37,0.1361198,0.138320868,-17.97790824,1.75739,0.120956306,3,Co/Cr/Ti
52,25,-5,0,21.48333,25.26,0,53.25667,0,0,0,0,0,0,0,0,0,0,672,10.619,195.05,0.134237832,0.131560423,-16.48615744,1.768571342,0.119717272,3,Co/Cr/Ti
53,25,15,0,26.055,30.04,0,43.905,0,0,0,0,0,0,0,0,0,0,622.6667,13.37,225.91,0.13620365,0.13857333,-17.11396956,1.746169,0.119339027,3,Co/Cr/Ti
54,25,-15,0,17.10667,25.35,0,57.54333,0,0,0,0,0,0,0,0,0,0,699,9.925,213.42,0.132355868,0.122339806,-14.57318618,1.779752658,0.117405193,3,Co/Cr/Ti
55,25,25,0,26.25,34.91,0,38.84,0,0,0,0,0,0,0,0,0,0,599.8311,14.411,191.48,0.1362875,0.138821936,-16.15429204,1.734948,0.116624857,3,Co/Cr/Ti
56,25,-25,0,12.73,25.44,0,61.83,0,0,0,0,0,0,0,0,0,0,726,10.064,175.99,0.1304739,0.109847835,-12.23898576,1.790934,0.113954761,3,Co/Cr/Ti
57,25,35,0,28.4133,36.38726,0,35.19944,0,0,0,0,0,0,0,0,0,0,581.4199,13.962,233.02,0.137217719,0.141330296,-16.14564904,1.726073448,0.114566318,3,Co/Cr/Ti
58,25,-35,0,10.38623,24.49552,0,65.11825,0,0,0,0,0,0,0,0,0,0,743.8594,9.223,221.75,0.129466079,0.101327844,-10.83946469,1.799105658,0.11105417,3,Co/Cr/Ti
59,35,5,0,20.94,31.73,0,47.33,0,0,0,0,0,0,0,0,0,0,663,13.503,191.62,0.1340042,0.130561998,-15.36345304,1.75575,0.11863683,3,Co/Cr/Ti
60,35,-5,0,17.30167,30.63,0,52.06833,0,0,0,0,0,0,0,0,0,0,690.1819,10.746,191.95,0.132439718,0.122812505,-14.12535865,1.767629658,0.117871774,3,Co/Cr/Ti
61,35,15,0,21.135,36.6,0,42.265,0,0,0,0,0,0,0,0,0,0,639.2469,13.449,225.56,0.13408805,0.130924722,-14.64558588,1.744529,0.116830082,3,Co/Cr/Ti
62,35,-15,0,12.925,30.72,0,56.355,0,0,0,0,0,0,0,0,0,0,718.9279,9.824,200.09,0.13055775,0.110491232,-12.03966756,1.778811,0.115613867,3,Co/Cr/Ti
63,35,-25,0,10.48744,29.26012,0,60.25244,0,0,0,0,0,0,0,0,0,0,743.0508,9.952,165.66,0.129509599,0.101728638,-10.75721942,1.788360392,0.113373673,3,Co/Cr/Ti
64,35,25,0,22.19803,39.38594,0,38.41603,0,0,0,0,0,0,0,0,0,0,620.6032,14.316,208.78,0.134545153,0.13281677,-14.41980919,1.735636054,0.115011801,3,Co/Cr/Ti
65,-35,-15,0,0,8.541755,76.61885,0,14.8394,0,0,0,0,0,0,0,0,0,488.3042,8.07,156.44,0.124233818,0.003406912,-1.526278642,1.827350628,0.058406071,3,Ni/Fe/Cr
66,-35,5,0,0,11.49,74.69333,0,13.81667,0,0,0,0,0,0,0,0,0,448.0262,8.291,188.02,0.124253067,0.003499059,-1.613410925,1.821520336,0.064288196,3,Ni/Fe/Cr
67,-25,25,0,0,16.87818,69.25818,0,13.86364,0,0,0,0,0,0,0,0,0,502.9258,8.646,178,0.124307418,0.00371196,-1.890897623,1.812398006,0.073859575,3,Ni/Fe/Cr
68,-25,-25,0,0,8.697859,74.47015,0,16.83199,0,0,0,0,0,0,0,0,0,601.4345,7.85,191.77,0.124255297,0.003509137,-1.671803374,1.828679213,0.0599098,3,Ni/Fe/Cr
69,-25,15,0,0,14.83667,70.69556,0,14.46778,0,0,0,0,0,0,0,0,0,488.2625,8.692,148.61,0.124293057,0.00366198,-1.838831222,1.816352068,0.070904616,3,Ni/Fe/Cr
70,-25,-15,0,0,10.345,73.335,0,16.32,0,0,0,0,0,0,0,0,0,537.0056,7.856,181.44,0.12426665,0.00355854,-1.73364711,1.8254695,0.06335345,3,Ni/Fe/Cr
71,-25,5,0,0,13.46667,71.68222,0,14.85111,0,0,0,0,0,0,0,0,0,461.0489,8.116,150.33,0.124283178,0.003625125,-1.797762741,1.818987549,0.068710004,3,Ni/Fe/Cr
72,-25,-5,0,0,12.00125,72.58875,0,15.41,0,0,0,0,0,0,0,0,0,492.4081,7.9,167.41,0.124274113,0.003589371,-1.761166339,1.821925875,0.066252621,3,Ni/Fe/Cr
73,-15,-35,0,0,8.809003,71.62271,0,19.56828,0,0,0,0,0,0,0,0,0,641.5758,7.875,160.3,0.124283764,0.003627408,-1.856252166,1.830679191,0.061625565,3,Ni/Fe/Cr
74,-15,25,0,0,19.52636,65.79636,0,14.67727,0,0,0,0,0,0,0,0,0,487.8375,8.795,187.32,0.124342024,0.003815216,-2.088936359,1.808546821,0.078244695,3,Ni/Fe/Cr
75,-15,15,0,0,17.14909,67.45909,0,15.39182,0,0,0,0,0,0,0,0,0,498.2746,8.518,182.42,0.124325409,0.003768558,-2.032475317,1.813160003,0.075216873,3,Ni/Fe/Cr
76,-15,-15,0,0,12.22625,70.24375,0,17.53,0,0,0,0,0,0,0,0,0,568.9231,7.854,188.27,0.124297563,0.003678158,-1.928738664,1.823239375,0.067894037,3,Ni/Fe/Cr
77,-15,5,0,0,15.44333,68.67111,0,15.88556,0,0,0,0,0,0,0,0,0,482.7756,8.14,156.85,0.124313289,0.003731144,-1.983820123,1.816454787,0.072775857,3,Ni/Fe/Cr
78,-15,-5,0,0,13.8825,69.4975,0,16.62,0,0,0,0,0,0,0,0,0,525.8494,8.225,154.3,0.124305025,0.003703937,-1.955994398,1.81969575,0.070494999,3,Ni/Fe/Cr
79,-5,43,0,0,9.230023,67.6796,0,23.09038,0,0,0,0,0,0,0,0,0,625.6828,9.334,194.72,0.124323208,0.003761968,-2.096821119,1.83278132,0.0643236,3,Ni/Fe/Cr
80,-5,35,0,0,24.41912,60.82085,0,14.76003,0,0,0,0,0,0,0,0,0,458.1286,9.042,191.63,0.124391792,0.003924298,-2.321446153,1.80029552,0.084376605,3,Ni/Fe/Cr
81,-5,-35,0,0,10.57072,67.28416,0,22.14512,0,0,0,0,0,0,0,0,0,612.3821,7.949,195.35,0.124327158,0.003773718,-2.13196106,1.829745872,0.066874219,3,Ni/Fe/Cr
82,-5,25,0,0,22.17455,62.33455,0,15.49091,0,0,0,0,0,0,0,0,0,472.7492,8.925,172.07,0.124376667,0.003895804,-2.287202445,1.804696176,0.082216607,3,Ni/Fe/Cr
83,-5,-25,0,0,12.512,66.731,0,20.757,0,0,0,0,0,0,0,0,0,586.2167,8.135,145.2,0.12433269,0.003789644,-2.169276038,1.8253352,0.070161639,3,Ni/Fe/Cr
84,-5,15,0,0,19.79727,63.99727,0,16.20545,0,0,0,0,0,0,0,0,0,487.3697,8.638,165.08,0.124360015,0.003859825,-2.234778414,1.809308818,0.079564077,3,Ni/Fe/Cr
85,-5,-15,0,0,14.148,66.374,0,19.478,0,0,0,0,0,0,0,0,0,559.6975,8.037,168.7,0.12433626,0.003799608,-2.181499242,1.8215308,0.072550925,3,Ni/Fe/Cr
86,-5,-5,0,0,15.784,66.017,0,18.199,0,0,0,0,0,0,0,0,0,533.6905,8.168,180.65,0.12433983,0.003809329,-2.182268082,1.8177264,0.074670414,3,Ni/Fe/Cr
87,5,5,0,0,21.0275,60.91,0,18.0625,0,0,0,0,0,0,0,0,0,504.56,8.396,194.22,0.1243909,0.003922731,-2.455929323,1.80870325,0.082337087,3,Ni/Fe/Cr
88,5,-5,0,0,18.55875,61.5125,0,19.92875,0,0,0,0,0,0,0,0,0,520.81,9.005,184.34,0.124384875,0.003911776,-2.472919361,1.814393125,0.079970896,3,Ni/Fe/Cr
89,5,15,0,0,23.085,59.67667,0,17.23833,0,0,0,0,0,0,0,0,0,486.3175,8.742,185.83,0.124403233,0.0039432,-2.48828645,1.804546164,0.08442109,3,Ni/Fe/Cr
90,5,-15,0,0,16.09,62.115,0,21.795,0,0,0,0,0,0,0,0,0,541.9385,8.267,170.82,0.12437885,0.003900186,-2.46471762,1.820083,0.077113832,3,Ni/Fe/Cr
91,5,25,0,0,25.1425,58.44333,0,16.41417,0,0,0,0,0,0,0,0,0,466.0825,8.862,171.98,0.124415567,0.003961076,-2.510744727,1.800389086,0.086254757,3,Ni/Fe/Cr
92,5,-25,0,0,14.454,62.472,0,23.074,0,0,0,0,0,0,0,0,0,567.9455,8.514,148.92,0.12437528,0.003893017,-2.448203726,1.8238874,0.074943833,3,Ni/Fe/Cr
93,5,-35,0,0,12.55438,62.93326,0,24.51236,0,0,0,0,0,0,0,0,0,588.1853,8.088,195.01,0.124370667,0.00388342,-2.411814354,1.828267442,0.072069446,3,Ni/Fe/Cr
94,5,43,0,0,28.40434,56.5105,0,15.08516,0,0,0,0,0,0,0,0,0,433.5676,10.104,154.91,0.124434895,0.003983957,-2.523788568,1.79378075,0.088670573,3,Ni/Fe/Cr
95,15,-5,0,0,22.16625,56.7625,0,21.07125,0,0,0,0,0,0,0,0,0,522.565,8.819,157.86,0.124432375,0.003981325,-2.767927836,1.809174375,0.085562256,3,Ni/Fe/Cr
96,15,15,0,0,26.6925,54.92667,0,18.38083,0,0,0,0,0,0,0,0,0,488.0725,8.852,190.52,0.124450733,0.003998103,-2.767895136,1.799327414,0.089161079,3,Ni/Fe/Cr
97,15,25,0,0,28.75,53.69333,0,17.55667,0,0,0,0,0,0,0,0,0,467.8375,9.412,170.07,0.124463067,0.004006281,-2.784926091,1.795170336,0.090660197,3,Ni/Fe/Cr
98,15,-25,0,0,17.22875,57.9675,0,24.80375,0,0,0,0,0,0,0,0,0,555.065,8.359,186.23,0.124420325,0.003967287,-2.746277431,1.820554125,0.080481825,3,Ni/Fe/Cr
99,15,35,0,0,30.62918,52.79168,0,16.57913,0,0,0,0,0,0,0,0,0,446.436,9.635,164.99,0.124472071,0.004010699,-2.768832888,1.791193515,0.09168952,3,Ni/Fe/Cr
100,25,5,0,0,28.2425,51.41,0,20.3475,0,0,0,0,0,0,0,0,0,508.07,8.97,172.64,0.1244859,0.004014922,-3.026690703,1.79826575,0.091963362,3,Ni/Fe/Cr
101,25,-5,0,0,25.77375,52.0125,0,22.21375,0,0,0,0,0,0,0,0,0,524.32,8.095,166.02,0.124479875,0.004013459,-3.063625596,1.803955625,0.090509581,3,Ni/Fe/Cr
102,25,15,0,0,30.3,50.17667,0,19.52333,0,0,0,0,0,0,0,0,0,489.8275,9.076,194.32,0.124498233,0.004016096,-3.048193107,1.794108664,0.093370258,3,Ni/Fe/Cr
103,25,-15,0,0,23.305,52.615,0,24.08,0,0,0,0,0,0,0,0,0,539.0526,8.703,192.07,0.12447385,0.004011411,-3.07536871,1.8096455,0.08866769,3,Ni/Fe/Cr
104,25,25,0,0,32.32746,49.26038,0,18.41216,0,0,0,0,0,0,0,0,0,469.3587,9.292,194.99,0.124507396,0.004015386,-3.029188609,1.789773046,0.094354684,3,Ni/Fe/Cr
105,25,-25,0,0,20.52893,53.34093,0,26.13014,0,0,0,0,0,0,0,0,0,550.4607,8.773,166.12,0.124466591,0.004008164,-3.055044344,1.816004931,0.086077452,3,Ni/Fe/Cr
106,35,-5,0,0,29.33618,47.36332,0,23.30049,0,0,0,0,0,0,0,0,0,524.2338,9.028,188.07,0.124526354,0.004009627,-3.352587036,1.798768703,0.094836727,3,Ni/Fe/Cr
107,35,15,0,0,34.02574,45.72908,0,20.24519,0,0,0,0,0,0,0,0,0,492.2814,9.118,188.7,0.124542722,0.004000014,-3.291822644,1.788352577,0.096925787,3,Ni/Fe/Cr
108,-25,25,0,0,32.54091,41.72455,0,25.73455,0,0,0,0,0,0,0,0,0,427.6733,9.57,169.93,0.124582767,0.003958045,-3.746903836,1.795268276,0.099222119,3,Ni/Fe/Cr
109,-25,-25,0,0,18.83306,47.90468,0,33.26225,0,0,0,0,0,0,0,0,0,595.3588,8.97,193.1,0.124520941,0.004011861,-3.389614499,1.824593415,0.086846469,3,Ni/Fe/Cr
110,-25,15,0,0,29.48222,43.31778,0,27.2,0,0,0,0,0,0,0,0,0,451.4425,9.285,186.46,0.124566822,0.003977903,-3.698802496,1.801640226,0.097246516,3,Ni/Fe/Cr
111,-25,-15,0,0,21.64,46.92,0,31.44,0,0,0,0,0,0,0,0,0,546.5458,9.041,188.53,0.1245308,0.004007446,-3.49128384,1.818364,0.090170525,3,Ni/Fe/Cr
112,-25,5,0,0,27.09889,44.84111,0,28.06,0,0,0,0,0,0,0,0,0,473.7946,9.466,160.71,0.124551589,0.003992976,-3.62175655,1.806379887,0.095233972,3,Ni/Fe/Cr
113,-25,-5,0,0,24.5425,46.1225,0,29.335,0,0,0,0,0,0,0,0,0,507.5325,9.546,154.48,0.124538775,0.004002723,-3.551059278,1.81174575,0.092935488,3,Ni/Fe/Cr
114,-15,-35,0,0,18.34683,44.59406,0,37.05911,0,0,0,0,0,0,0,0,0,637.1782,9.031,188.03,0.124554059,0.003990789,-3.55312493,1.828457677,0.087587888,3,Ni/Fe/Cr
115,-15,25,0,0,36.01182,38.03909,0,25.94909,0,0,0,0,0,0,0,0,0,450.28,9.66,158.95,0.124619609,0.003895719,-3.954133644,1.789539178,0.102132657,3,Ni/Fe/Cr
116,-15,15,0,0,32.61545,39.66727,0,27.71727,0,0,0,0,0,0,0,0,0,476.8832,9.255,190.53,0.124603315,0.003926115,-3.928312545,1.796727368,0.100462502,3,Ni/Fe/Cr
117,-15,-15,0,0,24.2625,43.0625,0,32.675,0,0,0,0,0,0,0,0,0,573.5425,9.182,171.81,0.124569375,0.003975004,-3.763351438,1.81489375,0.094206495,3,Ni/Fe/Cr
118,-15,5,0,0,29.89444,41.22556,0,28.88,0,0,0,0,0,0,0,0,0,501.5125,9.081,191.57,0.124587744,0.003950956,-3.862825346,1.802283452,0.098588063,3,Ni/Fe/Cr
119,-15,-5,0,0,27.165,42.265,0,30.57,0,0,0,0,0,0,0,0,0,537.5275,9.366,159.79,0.12457735,0.003965253,-3.81809967,1.8082755,0.096618896,3,Ni/Fe/Cr
120,-5,43,0,0,44.66356,31.85829,0,23.47815,0,0,0,0,0,0,0,0,0,432.2159,9.383,194.07,0.124681417,0.003736939,-4.103670559,1.772854468,0.105568739,3,Ni/Fe/Cr
121,-5,35,0,0,42.79968,32.75715,0,24.44317,0,0,0,0,0,0,0,0,0,445.8111,9.421,170.39,0.124672429,0.003764486,-4.130596676,1.77679508,0.105369383,3,Ni/Fe/Cr
122,-5,-35,0,0,20.65575,40.29513,0,39.04911,0,0,0,0,0,0,0,0,0,629.2272,9.121,199.13,0.124597036,0.003936619,-3.850169855,1.82612433,0.091943653,3,Ni/Fe/Cr
123,-5,25,0,0,39.48273,34.35364,0,26.16364,0,0,0,0,0,0,0,0,0,472.8867,9.371,171.45,0.124656476,0.003809578,-4.154036628,1.783810454,0.104649372,3,Ni/Fe/Cr
124,-5,-25,0,0,23.84,39.632,0,36.528,0,0,0,0,0,0,0,0,0,603.9819,9.077,189.52,0.12460368,0.003925505,-3.974389965,1.8186944,0.095392533,3,Ni/Fe/Cr
125,-5,15,0,0,36.08636,35.98182,0,27.93182,0,0,0,0,0,0,0,0,0,499.9622,9.19,196.42,0.124640182,0.00385066,-4.145692933,1.790998644,0.103418996,3,Ni/Fe/Cr
126,-5,-15,0,0,26.79,38.958,0,34.252,0,0,0,0,0,0,0,0,0,577.9675,9.303,173.48,0.12461042,0.003913437,-4.054296485,1.8118586,0.098006773,3,Ni/Fe/Cr
127,-5,-5,0,0,29.74,38.284,0,31.976,0,0,0,0,0,0,0,0,0,552.1805,9.468,158.11,0.12461716,0.003900584,-4.097467283,1.8050228,0.100087279,3,Ni/Fe/Cr
128,5,5,0,0,36.545,33.6325,0,29.8225,0,0,0,0,0,0,0,0,0,535.9919,9.073,188.96,0.124663675,0.003789809,-4.345661205,1.7917315,0.104907897,3,Ni/Fe/Cr
129,5,-5,0,0,32.9075,34.18125,0,32.91125,0,0,0,0,0,0,0,0,0,554.9206,9.055,184.7,0.124658188,0.003804941,-4.382361411,1.80038625,0.103632106,3,Ni/Fe/Cr
130,5,15,0,0,39.81333,32.10167,0,28.085,0,0,0,0,0,0,0,0,0,514.5863,9.191,188.23,0.124678983,0.003744554,-4.363330719,1.784785339,0.106109033,3,Ni/Fe/Cr
131,5,-15,0,0,29.27,34.73,0,36,0,0,0,0,0,0,0,0,0,577.2785,9.065,174.4,0.1246527,0.003819509,-4.35725884,1.809041,0.101605858,3,Ni/Fe/Cr
132,5,25,0,0,43.08167,30.57083,0,26.3475,0,0,0,0,0,0,0,0,0,490.7038,9.713,153.66,0.124694292,0.00369469,-4.34945296,1.777839161,0.106846102,3,Ni/Fe/Cr
133,5,-25,0,0,26.32,35.404,0,38.276,0,0,0,0,0,0,0,0,0,603.0655,9.508,154.07,0.12464596,0.003836638,-4.277620211,1.8158768,0.09928081,3,Ni/Fe/Cr
134,5,-35,0,0,23.15681,36.04711,0,40.79608,0,0,0,0,0,0,0,0,0,624.5436,9.177,199.99,0.124639529,0.003852206,-4.155538863,1.823270287,0.096218388,3,Ni/Fe/Cr
135,5,43,0,0,48.29892,28.13068,0,23.57039,0,0,0,0,0,0,0,0,0,452.5708,9.894,156.07,0.124718681,0.003605208,-4.261501731,1.766747965,0.107079856,3,Ni/Fe/Cr
136,15,-5,0,0,36.7625,30.20375,0,33.03375,0,0,0,0,0,0,0,0,0,567.9481,9.163,159.08,0.124697963,0.003682028,-4.642669701,1.79393075,0.106946396,3,Ni/Fe/Cr
137,15,15,0,0,43.66833,28.12417,0,28.2075,0,0,0,0,0,0,0,0,0,527.6138,9.111,180.58,0.124718758,0.003604952,-4.574872607,1.778329839,0.108423345,3,Ni/Fe/Cr
