Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Re,Ta,Thickness,Hardness,Modulus,ravg,delta,dHmix,ENavg,dEN,N,Compo
296,5,-35,0,0,0,0,0,76.13986,0,0,18.19631,5.663836,0,0,0,0,0,490.299,13.038,173.64,0.127681262,0.037548172,-4.396793005,1.980978152,0.133431931,3,Ni/Mo/W
297,5,43,0,0,0,0,0,80.89938,0,0,17.76479,1.335833,0,0,0,0,0,864.9445,11.384,192.65,0.127114431,0.034244361,-4.153731065,1.960423281,0.106139315,3,Ni/Mo/W
298,15,-5,0,0,0,0,0,81.74519,0,0,15.16556,3.089259,0,0,0,0,0,650.963,12.181,199.63,0.127038934,0.033986418,-3.774230911,1.961815737,0.114233847,3,Ni/Mo/W
299,15,15,0,0,0,0,0,82.63986,0,0,15.22182,2.13832,0,0,0,0,0,750.9616,11.703,178.51,0.126930999,0.03320945,-3.734253965,1.95767699,0.10756691,3,Ni/Mo/W
300,15,-25,0,0,0,0,0,80.04026,0,0,15.36232,4.597421,0,0,0,0,0,557.7705,13.7,186.99,0.127241547,0.035308272,-3.88446597,1.969094214,0.124173684,3,Ni/Mo/W
301,15,35,0,0,0,0,0,83.98758,0,0,14.79368,1.218738,0,0,0,0,0,856.5909,10.841,214.95,0.126773551,0.032051092,-3.601789697,1.952468483,0.099551088,3,Ni/Mo/W
302,25,5,0,0,0,0,0,85.22578,0,0,12.49938,2.27484,0,0,0,0,0,720.9507,11.836,184.09,0.126647913,0.031270582,-3.215404364,1.95148523,0.103429392,3,Ni/Mo/W
303,25,-15,0,0,0,0,0,83.83482,0,0,12.61568,3.549502,0,0,0,0,0,624.6372,12.53,196.45,0.126813668,0.032596071,-3.318459367,1.957511997,0.113204043,3,Ni/Mo/W
304,25,25,0,0,0,0,0,86.40559,0,0,12.26729,1.327121,0,0,0,0,0,824.0387,11.246,207.93,0.126508658,0.030077415,-3.105499612,1.946640289,0.09493138,3,Ni/Mo/W
305,25,-35,0,0,0,0,0,82.70599,0,0,12.468,4.826012,0,0,0,0,0,542.8082,13.21,197.53,0.126950604,0.033633277,-3.366267314,1.962887092,0.121524211,3,Ni/Mo/W
306,35,-5,0,0,0,0,0,87.72032,0,0,9.865328,2.414357,0,0,0,0,0,701.7356,11.613,199.41,0.126374915,0.029099211,-2.677237044,1.945528022,0.098957917,3,Ni/Mo/W
307,35,15,0,0,0,0,0,88.8236,0,0,9.74089,1.435505,0,0,0,0,0,791.4865,9.5,175.75,0.126243752,0.027788197,-2.575626634,1.940811902,0.089697127,3,Ni/Mo/W
308,35,-25,0,0,0,0,0,86.34943,0,0,9.897798,3.752771,0,0,0,0,0,607.3876,12.835,173.49,0.126539089,0.030618769,-2.781933368,1.951631945,0.109782806,3,Ni/Mo/W
309,-35,-15,13.604384,0,0,0,0,27.594954,14.388902,44.41176,0,0,0,0,0,0,0,681.8837,8.512,236.89,0.144312807,0.116030732,-43.28018617,1.61015975,0.267871834,4,Zr/Cu/Ni/Al
310,-35,-5,17.715525,0,0,0,0,25.586499,15.980324,40.717652,0,0,0,0,0,0,0,664.72786,8.578,234.36,0.143733735,0.113322655,-42.54935049,1.619093011,0.261356572,4,Zr/Cu/Ni/Al
311,-25,-15,14.053333,0,0,0,0,23.311667,14.025,48.61,0,0,0,0,0,0,0,707.91667,8.507,239,0.14593605,0.113415207,-42.94427484,1.584499501,0.265019791,4,Zr/Cu/Ni/Al
312,-25,-5,17.06,0,0,0,0,21.695,15.795,45.45,0,0,0,0,0,0,0,690.75,8.633,238.77,0.14536115,0.111847143,-42.3940324,1.5936305,0.261101387,4,Zr/Cu/Ni/Al
313,5,-25,8.438125,0,0,0,0,14.506875,10.8075,66.2475,0,0,0,0,0,0,0,856.1,7.496,216.89,0.151354663,0.102498426,-36.12471189,1.499369375,0.248684941,4,Zr/Cu/Ni/Al
314,5,-35,7.9090307,0,0,0,0,14.085934,8.775254,69.229782,0,0,0,0,0,0,0,862.95666,7.219,228.4,0.152301903,0.099311772,-35.14941352,1.48386266,0.241708186,4,Zr/Cu/Ni/Al
315,15,-25,7.297375,0,0,0,0,11.197625,10.3025,71.2025,0,0,0,0,0,0,0,903.3,7.125,212.72,0.152967528,0.096334317,-32.08522012,1.474103125,0.236848188,4,Zr/Cu/Ni/Al
316,15,-35,7.1636606,0,0,0,0,10.28965,8.1695777,74.377112,0,0,0,0,0,0,0,911.47103,6.828,210.36,0.154054078,0.091346294,-30.50542553,1.456304817,0.225434569,4,Zr/Cu/Ni/Al
317,25,5,7.768,0,0,0,0,8.797,19.66,63.775,0,0,0,0,0,0,0,858.8,7.429,214.69,0.15058479,0.104037047,-31.63610571,1.514835,0.255723645,4,Zr/Cu/Ni/Al
318,25,15,9.157,0,0,0,0,9.0446667,23.053333,58.745,0,0,0,0,0,0,0,807.93333,8.199,226.99,0.14907551,0.107397805,-32.82050347,1.539502661,0.261943236,4,Zr/Cu/Ni/Al
319,35,5,7.3164695,0,0,0,0,7.9576865,16.260394,68.46545,0,0,0,0,0,0,0,909.01801,7.379,219.3,0.152136993,0.09882392,-30.08992989,1.489324942,0.244849653,4,Zr/Cu/Ni/Al
320,35,15,9.2194476,0,0,0,0,8.3948616,19.453504,62.932186,0,0,0,0,0,0,0,847.6261,7.709,230.87,0.150528014,0.103234957,-32.32098073,1.515389613,0.253581315,4,Zr/Cu/Ni/Al
321,0,-3,0,0,0,0,0,0,0,0,0,79.8655,0,0,0,11.548,8.5865,969.8,13.431,268.53,0.13751519,0.012224014,-4.347707454,2.2330353,0.267994938,3,W/Re/Ta
322,-5,4,0,0,0,0,0,0,0,0,0,79.916,0,0,0,10.406,9.678,935.6,13.326,219.14,0.13758068,0.012893873,-4.462974141,2.2289016,0.276425023,3,W/Re/Ta
323,5,4,0,0,0,0,0,0,0,0,0,81.097,0,0,0,11.8065,7.0965,989.8,13.433,217.11,0.13742579,0.011210401,-3.94770272,2.2446602,0.25330811,3,W/Re/Ta
324,-5,-10,0,0,0,0,0,0,0,0,0,81.85,0,0,0,8.7725,9.3775,927,13.617,296.1,0.13756265,0.01271488,-4.08771759,2.239,0.270698356,3,W/Re/Ta
325,5,-10,0,0,0,0,0,0,0,0,0,79.815,0,0,0,12.69,7.495,1004,13.629,292.79,0.1374497,0.011494124,-4.20863223,2.237169,0.259225009,3,W/Re/Ta
326,-7,2,0,0,0,0,0,0,0,0,0,79.041,0,0,0,10.506,10.453,934.4,14.12,216.63,0.13762718,0.013338071,-4.696315691,2.2217766,0.283611311,3,W/Re/Ta
327,7,2,0,0,0,0,0,0,0,0,0,84.022,0,0,0,9.7425,6.2355,991.8,14.102,279.32,0.13737413,0.010560906,-3.359902487,2.2615592,0.238835292,3,W/Re/Ta
328,-7,-8,0,0,0,0,0,0,0,0,0,77.176,0,0,0,11.666,11.158,960.4,14.242,208.79,0.13766948,0.013721953,-5.101324397,2.2103776,0.291243818,3,W/Re/Ta
329,7,-8,0,0,0,0,0,0,0,0,0,80.69,0,0,0,12.59,6.72,1005.2,14.076,277.63,0.1374032,0.010932848,-3.95588848,2.244294,0.250905722,3,W/Re/Ta
330,-2,0,0,0,0,0,0,0,0,0,0,86.336,0,0,0,13.664,0,1010.5,13.986,284.88,0.137,0,-1.887512166,2.2971456,0.157994773,2,W/Re
331,2,0,0,0,0,0,0,0,0,0,0,86.703,0,0,0,13.297,0,1000.8,15.187,218.05,0.137,2.22E-16,-1.844623666,2.2988338,0.156189462,2,W/Re
332,-6,0,0,0,0,0,0,0,0,0,0,86.408,0,0,0,13.592,0,1004.5,14.265,256.96,0.137,0,-1.879132058,2.2974768,0.157643653,2,W/Re
333,6,0,0,0,0,0,0,0,0,0,0,87.509,0,0,0,12.491,0,975.4,14.855,261.67,0.137,0,-1.74891987,2.3025414,0.152083744,2,W/Re
334,-10,0,0,0,0,0,0,0,0,0,0,86.48,0,0,0,13.52,0,998.5,14.207,226.19,0.137,0,-1.87073536,2.297808,0.157291052,2,W/Re
335,10,0,0,0,0,0,0,0,0,0,0,88.315,0,0,0,11.685,0,950,14.799,292.88,0.137,0,-1.65113724,2.306249,0.147771073,2,W/Re
336,-2,0,0,0,0,0,0,0,0,0,0,89.995,0,0,0,0,10.005,995.5,12.534,280.83,0.1376003,0.013084273,-2.52111993,2.273957,0.258057323,2,W/Ta
337,2,0,0,0,0,0,0,0,0,0,0,91.366,0,0,0,0,8.634,1000.8,12.821,300.05,0.13751804,0.012254339,-2.208791323,2.2857476,0.241544292,2,W/Ta
338,-6,0,0,0,0,0,0,0,0,0,0,88.575,0,0,0,0,11.425,989.5,12.766,251.21,0.1376855,0.013862665,-2.83351425,2.261745,0.273578608,2,W/Ta
339,6,0,0,0,0,0,0,0,0,0,0,92.688,0,0,0,0,7.312,1005.4,12.444,291.38,0.13743872,0.011365067,-1.897657037,2.2971168,0.223886702,2,W/Ta
340,-10,0,0,0,0,0,0,0,0,0,0,87.155,0,0,0,0,12.845,983.5,12.921,230.35,0.1377707,0.014571612,-3.13461673,2.249533,0.287747566,2,W/Ta
341,10,0,0,0,0,0,0,0,0,0,0,94.01,0,0,0,0,5.99,1010,12.571,291.08,0.1373594,0.010365573,-1.57673572,2.308486,0.204079268,2,W/Ta
342,-28,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,633.6533,10.952,184.81,0.125,0,0,1.66,0,1,Cr
343,-25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,618.1905,11.361,169.35,0.125,0,0,1.66,0,1,Cr
344,-22,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,602.7276,11.342,165.11,0.125,0,0,1.66,0,1,Cr
345,-18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,582.1105,10.904,213.33,0.125,0,0,1.66,0,1,Cr
346,-15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,566.6476,10.886,205.91,0.125,0,0,1.66,0,1,Cr
347,-12,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,551.1848,10.957,197.85,0.125,0,0,1.66,0,1,Cr
348,-8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,530.5676,11.243,185.98,0.125,0,0,1.66,0,1,Cr
349,-5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,515.1048,11.501,175.59,0.125,0,0,1.66,0,1,Cr
350,-2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,499.6419,11.468,168.76,0.125,0,0,1.66,0,1,Cr
351,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,479.0248,11.162,209.54,0.125,0,0,1.66,0,1,Cr
352,5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,463.5619,11.353,204.86,0.125,0,0,1.66,0,1,Cr
353,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,448.099,11.633,199.49,0.125,0,0,1.66,0,1,Cr
354,12,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,427.4819,11.686,189.7,0.125,0,0,1.66,0,1,Cr
355,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,412.019,11.898,181.99,0.125,0,0,1.66,0,1,Cr
356,18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,396.5562,11.85,174.83,0.125,0,0,1.66,0,1,Cr
357,22,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,375.939,12.055,208.41,0.125,0,0,1.66,0,1,Cr
358,25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,360.4762,12.322,205.66,0.125,0,0,1.66,0,1,Cr
359,28,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,345.0133,12.036,196.23,0.125,0,0,1.66,0,1,Cr
360,-28,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,755.3733,8.989,173.23,0.125,0,0,1.66,0,1,Cr
361,-25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,732.7619,9.185,156.62,0.125,0,0,1.66,0,1,Cr
362,-22,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,710.1505,9.021,152.24,0.125,0,0,1.66,0,1,Cr
363,-18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,680.0019,8.533,201.04,0.125,0,0,1.66,0,1,Cr
364,-15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,657.3905,8.714,194.98,0.125,0,0,1.66,0,1,Cr
365,-12,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,634.779,8.494,183.23,0.125,0,0,1.66,0,1,Cr
366,-8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,604.6305,8.781,174.8,0.125,0,0,1.66,0,1,Cr
367,-5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,582.019,8.943,163.19,0.125,0,0,1.66,0,1,Cr
368,-2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,559.4076,9.023,157.72,0.125,0,0,1.66,0,1,Cr
369,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,529.259,8.927,198.78,0.125,0,0,1.66,0,1,Cr
370,5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,506.6476,9.041,193.87,0.125,0,0,1.66,0,1,Cr
371,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,484.0362,9.218,187.77,0.125,0,0,1.66,0,1,Cr
372,12,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,453.8876,9.6,180.79,0.125,0,0,1.66,0,1,Cr
373,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,431.2762,9.781,171.48,0.125,0,0,1.66,0,1,Cr
374,18,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,408.6648,9.922,164.83,0.125,0,0,1.66,0,1,Cr
375,22,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,378.5162,10.068,196.08,0.125,0,0,1.66,0,1,Cr
376,25,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,355.9048,10.11,190.92,0.125,0,0,1.66,0,1,Cr
377,28,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,333.2933,10.437,188.52,0.125,0,0,1.66,0,1,Cr
378,-28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,505.35,10.048,195.04,0.124,0,0,1.83,0,1,Fe
379,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,490.3125,9.922,199.45,0.124,0,0,1.83,0,1,Fe
380,-22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,475.275,10.038,208.04,0.124,0,0,1.83,0,1,Fe
381,-18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,455.225,10.795,158.9,0.124,0,0,1.83,0,1,Fe
382,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,440.1875,10.52,167.79,0.124,0,0,1.83,0,1,Fe
383,-12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,425.15,10.463,177.65,0.124,0,0,1.83,0,1,Fe
384,-8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,405.1,10.384,203.33,0.124,0,0,1.83,0,1,Fe
385,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,390.0625,10.264,208,0.124,0,0,1.83,0,1,Fe
386,-2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,378.3438,10.724,216.28,0.124,0,0,1.83,0,1,Fe
387,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,362.7188,11.099,173.3,0.124,0,0,1.83,0,1,Fe
388,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,351,11.103,181.03,0.124,0,0,1.83,0,1,Fe
389,8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,342.6,11.126,189.2,0.124,0,0,1.83,0,1,Fe
390,12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,331.4,11.28,206.95,0.124,0,0,1.83,0,1,Fe
391,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,323,11.386,212.34,0.124,0,0,1.83,0,1,Fe
392,18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,314.6,11.564,216.96,0.124,0,0,1.83,0,1,Fe
393,22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,303.4,11.917,180.32,0.124,0,0,1.83,0,1,Fe
394,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,295,11.96,189.25,0.124,0,0,1.83,0,1,Fe
395,28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,286.6,11.922,195.75,0.124,0,0,1.83,0,1,Fe
396,-28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,310.15,11.871,191.78,0.124,0,0,1.83,0,1,Fe
397,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,296.3125,11.808,202.25,0.124,0,0,1.83,0,1,Fe
398,-22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,282.475,11.961,208.3,0.124,0,0,1.83,0,1,Fe
399,-18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,264.025,12.881,164.72,0.124,0,0,1.83,0,1,Fe
400,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,250.1875,12.512,173.96,0.124,0,0,1.83,0,1,Fe
401,-12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,236.95,12.764,184.36,0.124,0,0,1.83,0,1,Fe
402,-8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,219.3,12.381,202.48,0.124,0,0,1.83,0,1,Fe
403,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,206.0625,12.538,208.22,0.124,0,0,1.83,0,1,Fe
404,-2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,190.7437,12.642,213.04,0.124,0,0,1.83,0,1,Fe
405,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,170.3188,13.061,176.34,0.124,0,0,1.83,0,1,Fe
406,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,155,12.932,183.16,0.124,0,0,1.83,0,1,Fe
407,8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,148.4,13.264,190.35,0.124,0,0,1.83,0,1,Fe
408,12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,139.6,13.209,205.68,0.124,0,0,1.83,0,1,Fe
409,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,133,13.416,212.48,0.124,0,0,1.83,0,1,Fe
410,18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,123.4,13.676,215.93,0.124,0,0,1.83,0,1,Fe
411,22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,110.6,14.052,182.56,0.124,0,0,1.83,0,1,Fe
412,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,101,14.108,192.01,0.124,0,0,1.83,0,1,Fe
413,28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,91.4,14.398,198.88,0.124,0,0,1.83,0,1,Fe
414,-28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,423.9667,10.434,184.84,0.124,0,0,1.83,0,1,Fe
415,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,414.2381,10.411,180.11,0.124,0,0,1.83,0,1,Fe
416,-22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,404.5095,10.935,166.24,0.124,0,0,1.83,0,1,Fe
417,-18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,391.5381,10.152,221.77,0.124,0,0,1.83,0,1,Fe
418,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,381.8095,10.444,217,0.124,0,0,1.83,0,1,Fe
419,-12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,372.081,10.483,205.6,0.124,0,0,1.83,0,1,Fe
420,-8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,359.1095,10.679,198.25,0.124,0,0,1.83,0,1,Fe
421,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,349.381,10.997,193.56,0.124,0,0,1.83,0,1,Fe
422,-2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,339.6524,11.264,182.49,0.124,0,0,1.83,0,1,Fe
423,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,326.681,11.284,226.34,0.124,0,0,1.83,0,1,Fe
424,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,316.9524,11.274,218.87,0.124,0,0,1.83,0,1,Fe
425,8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,307.2238,11.624,212.78,0.124,0,0,1.83,0,1,Fe
426,12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,294.2524,11.888,200.99,0.124,0,0,1.83,0,1,Fe
427,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,284.5238,12.386,192.6,0.124,0,0,1.83,0,1,Fe
428,18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,274.7952,12.398,186.08,0.124,0,0,1.83,0,1,Fe
429,22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,261.8238,12.568,226.83,0.124,0,0,1.83,0,1,Fe
430,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,252.0952,12.54,221.94,0.124,0,0,1.83,0,1,Fe
431,28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,242.3667,12.619,213.34,0.124,0,0,1.83,0,1,Fe
432,-28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,428.5933,12.348,183.06,0.124,0,0,1.83,0,1,Fe
433,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,417.0476,12.388,178.56,0.124,0,0,1.83,0,1,Fe
434,-22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,405.5019,12.68,165.95,0.124,0,0,1.83,0,1,Fe
435,-18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,390.1076,12.237,213.62,0.124,0,0,1.83,0,1,Fe
436,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,378.5619,12.203,206.56,0.124,0,0,1.83,0,1,Fe
437,-12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,367.0162,12.651,199.46,0.124,0,0,1.83,0,1,Fe
438,-8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,351.6219,13.109,192.27,0.124,0,0,1.83,0,1,Fe
439,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,340.0762,13.743,184.3,0.124,0,0,1.83,0,1,Fe
440,-2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,328.5305,13.796,178.42,0.124,0,0,1.83,0,1,Fe
441,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,313.1362,13.411,219.14,0.124,0,0,1.83,0,1,Fe
442,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,301.5905,13.593,213.59,0.124,0,0,1.83,0,1,Fe
443,8,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,290.0448,13.978,209.02,0.124,0,0,1.83,0,1,Fe
444,12,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,274.6505,13.872,201.78,0.124,0,0,1.83,0,1,Fe
445,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,263.1048,14.303,194.68,0.124,0,0,1.83,0,1,Fe
446,18,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,251.559,14.644,189.6,0.124,0,0,1.83,0,1,Fe
447,22,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,236.1648,14.702,222.58,0.124,0,0,1.83,0,1,Fe
448,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,224.619,14.573,216.74,0.124,0,0,1.83,0,1,Fe
449,28,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,213.0733,14.911,211.2,0.124,0,0,1.83,0,1,Fe
450,-35,-25,11.211584,0,0,0,0,28.873102,12.619197,47.296118,0,0,0,0,0,0,0,870.73974,8.171,138.11,0.144896226,0.117342673,-43.91135117,1.600785863,0.271281758,4,Zr/Cu/Ni/Al
451,-35,-15,13.604384,0,0,0,0,27.594954,14.388902,44.41176,0,0,0,0,0,0,0,857.85598,8.305,143.65,0.144312807,0.116030732,-43.28018617,1.61015975,0.267871834,4,Zr/Cu/Ni/Al
452,-35,-5,17.715525,0,0,0,0,25.586499,15.980324,40.717652,0,0,0,0,0,0,0,840.88842,8.618,135,0.143733735,0.113322655,-42.54935049,1.619093011,0.261356572,4,Zr/Cu/Ni/Al
453,-35,5,21.826666,0,0,0,0,23.578045,17.571747,37.023543,0,0,0,0,0,0,0,823.92086,8.638,133.82,0.143154664,0.110352532,-41.33674187,1.628026297,0.254361142,4,Zr/Cu/Ni/Al
454,-35,15,25.937806,0,0,0,0,21.56959,19.16317,33.329434,0,0,0,0,0,0,0,806.95331,8.567,144.38,0.142575591,0.107093925,-39.64235825,1.636959548,0.24684472,4,Zr/Cu/Ni/Al
455,-35,25,27.637222,0,0,0,0,20.01835,20.741959,31.602468,0,0,0,0,0,0,0,795.75333,8.759,140.38,0.142289871,0.105444254,-38.23558705,1.641719805,0.243373561,4,Zr/Cu/Ni/Al
456,-25,-35,10.313035,0,0,0,0,25.27076,10.498052,53.918153,0,0,0,0,0,0,0,911.70043,7.751,144,0.147121004,0.114377623,-43.6124899,1.565285802,0.26803921,4,Zr/Cu/Ni/Al
457,-25,-25,11.628556,0,0,0,0,24.601157,12.260465,51.509821,0,0,0,0,0,0,0,904.82362,7.905,151.05,0.146519587,0.114379119,-43.28129483,1.575131305,0.267619071,4,Zr/Cu/Ni/Al
458,-25,-15,14.053333,0,0,0,0,23.311667,14.025,48.61,0,0,0,0,0,0,0,891.91667,8.048,155.87,0.14593605,0.113415207,-42.94427484,1.584499501,0.265019791,4,Zr/Cu/Ni/Al
459,-25,-5,17.06,0,0,0,0,21.695,15.795,45.45,0,0,0,0,0,0,0,875.75,8.24,152.56,0.14536115,0.111847143,-42.3940324,1.5936305,0.261101387,4,Zr/Cu/Ni/Al
460,-25,5,18.706,0,0,0,0,20.561,17.785,42.948,0,0,0,0,0,0,0,860.57,8.29,148.93,0.14479139,0.111034998,-41.4072682,1.6030051,0.259006541,4,Zr/Cu/Ni/Al
461,-25,15,20.352,0,0,0,0,19.427,19.775,40.446,0,0,0,0,0,0,0,845.39,8.417,156.54,0.14422163,0.110060381,-40.27213802,1.6123797,0.256552287,4,Zr/Cu/Ni/Al
462,-25,25,21.414031,0,0,0,0,18.101858,21.456846,39.027265,0,0,0,0,0,0,0,834.65221,8.538,157.93,0.143938319,0.109173114,-39.23321298,1.617254085,0.254718734,4,Zr/Cu/Ni/Al
463,-25,35,20.790306,0,0,0,0,16.636413,22.666592,39.906689,0,0,0,0,0,0,0,832.55752,8.731,153.18,0.144187728,0.10912064,-38.56546377,1.613903627,0.255552307,4,Zr/Cu/Ni/Al
464,-15,-35,9.3997707,0,0,0,0,21.678501,9.9866067,58.935121,0,0,0,0,0,0,0,955.9264,7.462,141.31,0.148797551,0.110807917,-41.6905685,1.538978314,0.262812563,4,Zr/Cu/Ni/Al
465,-15,-25,10.719625,0,0,0,0,21.125375,11.8175,56.3375,0,0,0,0,0,0,0,948.075,7.502,146.95,0.148128933,0.111360398,-41.725009,1.549901875,0.263644022,4,Zr/Cu/Ni/Al
466,-15,-15,12.365625,0,0,0,0,19.991375,13.8075,53.8355,0,0,0,0,0,0,0,932.895,7.871,148.12,0.147559173,0.111232527,-41.45163122,1.559276475,0.263132098,4,Zr/Cu/Ni/Al
