Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
56248,5,-15,0,6.565,76.3725,0,17.0625,0,0,0,0,0,0,0,0,0.374,694,117.578868,104.2103055,0.12782295,0.083316646,-4.743420045,1.6949115,0.084525009,3,Cr/Ti/Co
56249,5,-13,0,6.4575,75.7915,0,17.751,0,0,0,0,0,0,0,0,0.38,689.2,118.638888,105.3451381,0.127776725,0.082709119,-4.806809302,1.6964692,0.085818421,3,Cr/Ti/Co
56250,5,-11,0,6.35,75.2105,0,18.4395,0,0,0,0,0,0,0,0,0.386,684.4,119.6728152,106.4538779,0.1277305,0.082094601,-4.867610354,1.6980269,0.087064763,3,Cr/Ti/Co
56251,5,-9,0,6.2425,74.6295,0,19.128,0,0,0,0,0,0,0,0,0.391,680.025,120.4480681,107.3039434,0.127684275,0.081472928,-4.9258232,1.6995846,0.088266027,3,Cr/Ti/Co
56252,5,-7,0,6.135,74.0485,0,19.8165,0,0,0,0,0,0,0,0,0.398,676.075,121.8922661,108.822954,0.12763805,0.080843931,-4.981447841,1.7011423,0.08942403,3,Cr/Ti/Co
56253,5,-5,0,6.0275,73.4675,0,20.505,0,0,0,0,0,0,0,0,0.402,672.125,122.3979953,109.4034958,0.127591825,0.080207431,-5.034484278,1.7027,0.090540433,3,Cr/Ti/Co
56254,5,-3,0,5.9905,72.795,0,21.2145,0,0,0,0,0,0,0,0,0.408,668.175,123.4947762,110.5556064,0.127575915,0.079986588,-5.115272074,1.7042757,0.09166967,3,Cr/Ti/Co
56255,5,-1,0,5.9535,72.1225,0,21.924,0,0,0,0,0,0,0,0,0.413,664.225,124.269191,111.3853509,0.127560005,0.079764827,-5.194084335,1.7058514,0.092758402,3,Cr/Ti/Co
56256,5,1,0,5.9165,71.45,0,22.6335,0,0,0,0,0,0,0,0,0.419,660.275,125.3248169,112.4963065,0.127544095,0.079542139,-5.270921061,1.7074271,0.093808039,3,Cr/Ti/Co
56257,5,3,0,5.8795,70.7775,0,23.343,0,0,0,0,0,0,0,0,0.424,656.325,126.0616554,113.2884747,0.127528185,0.079318517,-5.345782251,1.7090028,0.09481988,3,Cr/Ti/Co
56258,5,5,0,5.8425,70.105,0,24.0525,0,0,0,0,0,0,0,0,0.43,652.375,127.0761263,114.3582753,0.127512275,0.079093953,-5.418667905,1.7105785,0.095795122,3,Cr/Ti/Co
56259,5,7,0,5.8055,69.4325,0,24.762,0,0,0,0,0,0,0,0,0.434,648.425,127.4816519,114.8191306,0.127496365,0.078868438,-5.489578024,1.7121542,0.096734872,3,Cr/Ti/Co
56260,5,9,0,5.7685,68.76,0,25.4715,0,0,0,0,0,0,0,0,0.441,644.475,128.7487042,116.1415126,0.127480455,0.078641964,-5.558512607,1.7137299,0.097640155,3,Cr/Ti/Co
56261,5,11,0,5.7315,68.0875,0,26.181,0,0,0,0,0,0,0,0,0.445,640.525,129.1202321,116.5683702,0.127464545,0.078414523,-5.625471654,1.7153056,0.098511921,3,Cr/Ti/Co
56262,5,13,0,5.6945,67.415,0,26.8905,0,0,0,0,0,0,0,0,0.451,636.575,130.0541822,117.55765,0.127448635,0.078186105,-5.690455166,1.7168813,0.099351053,3,Cr/Ti/Co
56263,5,15,0,5.6575,66.7425,0,27.6,0,0,0,0,0,0,0,0,0.458,632.625,131.2532393,118.8120368,0.127432725,0.077956702,-5.753463143,1.718457,0.10015837,3,Cr/Ti/Co
56264,5,17,0,5.6205,66.07,0,28.3095,0,0,0,0,0,0,0,0,0.461,628.675,131.2880863,118.9022135,0.127416815,0.077726305,-5.814495583,1.7200327,0.100934637,3,Cr/Ti/Co
56265,5,19,0,5.5835,65.3975,0,29.019,0,0,0,0,0,0,0,0,0.466,624.725,131.8781981,119.547655,0.127400905,0.077494905,-5.873552488,1.7216084,0.101680564,3,Cr/Ti/Co
56266,5,21,0,5.5465,64.725,0,29.7285,0,0,0,0,0,0,0,0,0.473,620.775,133.0128385,120.7376251,0.127384995,0.077262493,-5.930633858,1.7231841,0.102396814,3,Cr/Ti/Co
56267,5,23,0,5.5095,64.0525,0,30.438,0,0,0,0,0,0,0,0,0.478,616.825,133.5635846,121.3437009,0.127369085,0.077029059,-5.985739692,1.7247598,0.103084006,3,Cr/Ti/Co
56268,5,25,0,5.4725,63.38,0,31.1475,0,0,0,0,0,0,0,0,0.483,612.875,134.0964371,121.9318831,0.127353175,0.076794594,-6.03886999,1.7263355,0.103742718,3,Cr/Ti/Co
56269,5,27,0,5.396154,62.82766,0,31.77618,0,0,0,0,0,0,0,0,0.489,608.925,134.8872392,122.7845634,0.127320339,0.076307501,-6.064009095,1.727749035,0.10428837,3,Cr/Ti/Co
56270,5,29,0,5.315463,62.28953,0,32.39501,0,0,0,0,0,0,0,0,0.495,604.975,135.6565691,123.6164348,0.127285653,0.075787762,-6.084243596,1.729142887,0.104802197,3,Cr/Ti/Co
56271,5,31,0,5.230426,61.7656,0,33.00398,0,0,0,0,0,0,0,0,0.501,595.65,135.1845545,123.2076272,0.127249091,0.075234452,-6.099584725,1.730516685,0.105285443,3,Cr/Ti/Co
56272,5,33,0,5.141044,61.25586,0,33.60309,0,0,0,0,0,0,0,0,0.505,580.95,132.9010268,120.987973,0.127210641,0.074646568,-6.110046882,1.731870281,0.105739304,3,Cr/Ti/Co
56273,5,35,0,5.047317,60.76033,0,34.19235,0,0,0,0,0,0,0,0,0.511,566.25,131.0772488,119.2287317,0.127170343,0.074022973,-6.115648011,1.733204193,0.106164933,3,Cr/Ti/Co
56274,5,37,0,4.96282,60.23473,0,34.80245,0,0,0,0,0,0,0,0,0.518,551.55,129.4234137,117.6380152,0.127134013,0.073454386,-6.125566333,1.734580262,0.106590691,3,Cr/Ti/Co
56275,5,39,0,4.878323,59.70913,0,35.41255,0,0,0,0,0,0,0,0,0.524,536.85,127.4331582,115.7108782,0.127097683,0.072879578,-6.133552465,1.735956331,0.10699706,3,Cr/Ti/Co
56276,5,41,0,4.793825,59.18353,0,36.02265,0,0,0,0,0,0,0,0,0.531,524.333,126.1246328,114.4654717,0.127061351,0.072298391,-6.139605837,1.737332383,0.107384261,3,Cr/Ti/Co
56277,7,-41,0,8.051856,79.14568,0,12.80247,0,0,0,0,0,0,0,0,0.356,715.08,115.3195214,101.2456578,0.128462306,0.091077736,-4.560108064,1.684944791,0.075518127,3,Cr/Ti/Co
56278,7,-39,0,7.991822,78.81476,0,13.19342,0,0,0,0,0,0,0,0,0.347,710.4959,111.683561,97.65188137,0.128436486,0.090785431,-4.608305861,1.685828828,0.076461479,3,Cr/Ti/Co
56279,7,-37,0,7.928339,78.48334,0,13.58832,0,0,0,0,0,0,0,0,0.345,705.8991,110.3214408,96.3332098,0.128409185,0.090474556,-4.655217296,1.686722952,0.077391752,3,Cr/Ti/Co
56280,7,-35,0,7.861409,78.15142,0,13.98717,0,0,0,0,0,0,0,0,0.347,701.2896,110.2364135,96.29289483,0.128380405,0.090144803,-4.700791568,1.687627194,0.078309068,3,Cr/Ti/Co
56281,7,-33,0,7.767,77.8875,0,14.3455,0,0,0,0,0,0,0,0,0.349,696.6674,110.1410259,96.24778924,0.12833981,0.089676135,-4.729523188,1.6884533,0.079106913,3,Cr/Ti/Co
56282,7,-31,0,7.66,77.65775,0,14.68225,0,0,0,0,0,0,0,0,0.351,692.0326,110.0352595,96.19466835,0.1282938,0.089139893,-4.749527814,1.68923695,0.079837145,3,Cr/Ti/Co
56283,7,-29,0,7.553,77.428,0,15.019,0,0,0,0,0,0,0,0,0.355,687.3851,110.5418349,96.75388926,0.12824779,0.088598163,-4.768615405,1.6900206,0.080553135,3,Cr/Ti/Co
56284,7,-27,0,7.446,77.19825,0,15.35575,0,0,0,0,0,0,0,0,0.36,682.725,111.338793,97.60349295,0.12820178,0.088050842,-4.786785961,1.69080425,0.081255259,3,Cr/Ti/Co
56285,7,-25,0,7.339,76.9685,0,15.6925,0,0,0,0,0,0,0,0,0.363,679.85,111.7938542,98.11119965,0.12815577,0.087497819,-4.804039482,1.6915879,0.081943875,3,Cr/Ti/Co
56286,7,-23,0,7.232,76.73875,0,16.02925,0,0,0,0,0,0,0,0,0.368,693.15,115.5508776,101.9208687,0.12810976,0.086938981,-4.820375969,1.69237155,0.082619318,3,Cr/Ti/Co
56287,7,-21,0,7.125,76.509,0,16.366,0,0,0,0,0,0,0,0,0.372,697.4,117.5230584,103.945695,0.12806375,0.08637421,-4.83579542,1.6931552,0.083281911,3,Cr/Ti/Co
56288,7,-19,0,7.018,76.27925,0,16.70275,0,0,0,0,0,0,0,0,0.378,692.6,118.5966684,105.0719506,0.12801774,0.085803385,-4.850297837,1.69393885,0.083931957,3,Cr/Ti/Co
56289,7,-17,0,6.911,76.0495,0,17.0395,0,0,0,0,0,0,0,0,0.382,687.8,119.0210388,105.5489665,0.12797173,0.08522638,-4.863883219,1.6947225,0.084569746,3,Cr/Ti/Co
56290,7,-15,0,6.8035,75.4685,0,17.728,0,0,0,0,0,0,0,0,0.387,683,119.737413,106.3401533,0.127925505,0.084640323,-4.929168158,1.6962802,0.085865913,3,Cr/Ti/Co
56291,7,-13,0,6.696,74.8875,0,18.4165,0,0,0,0,0,0,0,0,0.392,679.2714,120.6222981,107.299851,0.12787928,0.084047757,-4.991864891,1.6978379,0.087114955,3,Cr/Ti/Co
56292,7,-11,0,6.5885,74.3065,0,19.105,0,0,0,0,0,0,0,0,0.398,676.6143,121.9894986,108.7418641,0.127833055,0.083448539,-5.051973419,1.6993956,0.088318869,3,Cr/Ti/Co
56293,7,-9,0,6.481,73.7255,0,19.7935,0,0,0,0,0,0,0,0,0.401,674.07,122.4468377,109.2740158,0.12778683,0.082842519,-5.109493741,1.7009533,0.089479479,3,Cr/Ti/Co
56294,7,-7,0,6.3735,73.1445,0,20.482,0,0,0,0,0,0,0,0,0.407,672.09,123.9139054,110.8158961,0.127740605,0.082229543,-5.164425859,1.702511,0.090598449,3,Cr/Ti/Co
56295,7,-5,0,6.266,72.5635,0,21.1705,0,0,0,0,0,0,0,0,0.41,669.125,124.2765863,111.2533896,0.12769438,0.081609448,-5.216769771,1.7040687,0.091677302,3,Cr/Ti/Co
56296,7,-3,0,6.1585,71.9825,0,21.859,0,0,0,0,0,0,0,0,0.417,665.175,125.6522227,112.7038386,0.127648155,0.080982067,-5.266525478,1.7056264,0.09271744,3,Cr/Ti/Co
56297,7,-1,0,6.1215,71.31,0,22.5685,0,0,0,0,0,0,0,0,0.421,661.225,126.1042034,113.211149,0.127632245,0.080764414,-5.344557653,1.7072021,0.093771316,3,Cr/Ti/Co
56298,7,1,0,6.0845,70.6375,0,23.278,0,0,0,0,0,0,0,0,0.426,657.275,126.839615,114.0018903,0.127616335,0.080545869,-5.420614292,1.7087778,0.094787289,3,Cr/Ti/Co
56299,7,3,0,6.0475,69.965,0,23.9875,0,0,0,0,0,0,0,0,0.43,653.325,127.2611768,114.4787818,0.127600425,0.080326426,-5.494695395,1.7103535,0.095766565,3,Cr/Ti/Co
56300,7,5,0,6.0105,69.2925,0,24.697,0,0,0,0,0,0,0,0,0.436,649.375,128.2567575,115.5296922,0.127584515,0.080106076,-5.566800963,1.7119292,0.096710259,3,Cr/Ti/Co
56301,7,7,0,5.9735,68.62,0,25.4065,0,0,0,0,0,0,0,0,0.44,645.425,128.646111,115.9743754,0.127568605,0.079884812,-5.636930995,1.7135049,0.097619402,3,Cr/Ti/Co
56302,7,9,0,5.9365,67.9475,0,26.116,0,0,0,0,0,0,0,0,0.446,641.475,129.6023261,116.9859202,0.127552695,0.079662626,-5.705085491,1.7150806,0.098494952,3,Cr/Ti/Co
56303,7,11,0,5.8995,67.275,0,26.8255,0,0,0,0,0,0,0,0,0.45,637.525,129.9594713,117.3983951,0.127536785,0.07943951,-5.771264452,1.7166563,0.099337796,3,Cr/Ti/Co
56304,7,13,0,5.8625,66.6025,0,27.535,0,0,0,0,0,0,0,0,0.456,633.575,130.8763206,118.3705741,0.127520875,0.079215457,-5.835467878,1.718232,0.10014876,3,Cr/Ti/Co
56305,7,15,0,5.8255,65.93,0,28.2445,0,0,0,0,0,0,0,0,0.461,629.625,131.4864776,119.0360608,0.127504965,0.078990457,-5.897695767,1.7198077,0.100928613,3,Cr/Ti/Co
56306,7,17,0,5.7885,65.2575,0,28.954,0,0,0,0,0,0,0,0,0.466,625.675,132.0787412,119.6836541,0.127489055,0.078764502,-5.957948121,1.7213834,0.101678071,3,Cr/Ti/Co
56307,7,19,0,5.7515,64.585,0,29.6635,0,0,0,0,0,0,0,0,0.471,621.725,132.6531112,120.3133538,0.127473145,0.078537585,-6.01622494,1.7229591,0.102397801,3,Cr/Ti/Co
56308,7,21,0,5.7145,63.9125,0,30.373,0,0,0,0,0,0,0,0,0.477,617.775,133.4894398,121.2050121,0.127457235,0.078309696,-6.072526223,1.7245348,0.103088426,3,Cr/Ti/Co
56309,7,23,0,5.6775,63.24,0,31.0825,0,0,0,0,0,0,0,0,0.481,613.825,133.7481707,121.5190727,0.127441325,0.078080826,-6.12685197,1.7261105,0.103750527,3,Cr/Ti/Co
56310,7,25,0,5.605499,62.67346,0,31.72104,0,0,0,0,0,0,0,0,0.487,609.875,134.5451336,122.3772486,0.127410363,0.07763261,-6.156089869,1.727544072,0.104309479,3,Cr/Ti/Co
56311,7,27,0,5.529153,62.12113,0,32.34972,0,0,0,0,0,0,0,0,0.493,605.925,135.3206243,123.2146163,0.12737754,0.077153176,-6.180403485,1.728957773,0.104835889,3,Cr/Ti/Co
56312,7,29,0,5.448462,61.58299,0,32.96855,0,0,0,0,0,0,0,0,0.498,601.975,135.8019482,123.7584828,0.127342841,0.076641709,-6.199806631,1.730351458,0.105331053,3,Cr/Ti/Co
56313,7,31,0,5.363425,61.05906,0,33.57752,0,0,0,0,0,0,0,0,0.504,593.5,135.503172,123.5229138,0.127306279,0.076097299,-6.214312537,1.731725257,0.105796192,3,Cr/Ti/Co
56314,7,33,0,5.274044,60.54933,0,34.17663,0,0,0,0,0,0,0,0,0.508,579.65,133.3913766,121.4749902,0.127267844,0.075518985,-6.223936167,1.733079035,0.106232473,3,Cr/Ti/Co
56315,7,35,0,5.180316,60.0538,0,34.76589,0,0,0,0,0,0,0,0,0.513,564.95,131.2881656,119.4363163,0.127227543,0.07490567,-6.228692456,1.734412931,0.106641018,3,Cr/Ti/Co
56316,7,37,0,5.082244,59.57247,0,35.34529,0,0,0,0,0,0,0,0,0.52,550.25,129.61689,117.8302427,0.12718537,0.074256211,-6.22859703,1.735726807,0.107022882,3,Cr/Ti/Co
56317,7,39,0,4.997747,59.04687,0,35.95539,0,0,0,0,0,0,0,0,0.526,535.55,127.6097829,115.8862541,0.12714904,0.073690153,-6.235763427,1.737102875,0.107412931,3,Cr/Ti/Co
56318,7,41,0,4.91325,58.52126,0,36.56549,0,0,0,0,0,0,0,0,0.532,522.7731,125.986226,114.3258169,0.127112698,0.073117941,-6.240996912,1.738478778,0.107784,3,Cr/Ti/Co
56319,9,-41,0,8.295504,78.6296,0,13.0749,0,0,0,0,0,0,0,0,0.378,710.3275,121.6322191,107.5035337,0.128567072,0.09224767,-4.686065018,1.685446645,0.076245992,3,Cr/Ti/Co
56320,9,-39,0,8.230873,78.29801,0,13.47112,0,0,0,0,0,0,0,0,0.366,706.7688,117.1808535,103.0960377,0.128539279,0.091939862,-4.733955428,1.686344165,0.077186163,3,Cr/Ti/Co
56321,9,-37,0,8.162794,77.96592,0,13.87128,0,0,0,0,0,0,0,0,0.364,702.1788,115.7836667,101.7439853,0.128509994,0.091613674,-4.780512747,1.687251599,0.078113053,3,Cr/Ti/Co
56322,9,-35,0,8.091267,77.63334,0,14.2754,0,0,0,0,0,0,0,0,0.364,697.5761,115.0247183,101.0314337,0.128479254,0.091268751,-4.825689017,1.688169489,0.079026833,3,Cr/Ti/Co
56323,9,-33,0,8.006,77.33475,0,14.65925,0,0,0,0,0,0,0,0,0.367,692.9607,115.2054093,101.2613084,0.12844258,0.090854612,-4.86192262,1.68904795,0.079871081,3,Cr/Ti/Co
56324,9,-31,0,7.899,77.105,0,14.996,0,0,0,0,0,0,0,0,0.369,688.3326,115.0596124,101.168157,0.12839657,0.090330261,-4.882051359,1.6898316,0.080588607,3,Cr/Ti/Co
56325,9,-29,0,7.792,76.87525,0,15.33275,0,0,0,0,0,0,0,0,0.371,683.6919,114.9033118,101.0645019,0.12835056,0.089800646,-4.901263063,1.69061525,0.081292247,3,Cr/Ti/Co
56326,9,-27,0,7.685,76.6455,0,15.6695,0,0,0,0,0,0,0,0,0.375,679.0385,115.3516652,101.5655009,0.12830455,0.08926567,-4.919557733,1.6913989,0.081982358,3,Cr/Ti/Co
56327,9,-25,0,7.578,76.41575,0,16.00625,0,0,0,0,0,0,0,0,0.378,686.95,117.6291963,103.8956776,0.12825854,0.088725232,-4.936935367,1.69218255,0.082659279,3,Cr/Ti/Co
56328,9,-23,0,7.471,76.186,0,16.343,0,0,0,0,0,0,0,0,0.382,691.2,119.6093952,105.928522,0.12821253,0.088179227,-4.953395967,1.6929662,0.083323332,3,Cr/Ti/Co
56329,9,-21,0,7.364,75.95625,0,16.67975,0,0,0,0,0,0,0,0,0.385,686.4,119.711592,106.0833644,0.12816652,0.087627546,-4.968939532,1.69374985,0.083974821,3,Cr/Ti/Co
56330,9,-19,0,7.257,75.7265,0,17.0165,0,0,0,0,0,0,0,0,0.39,681.6,120.418272,106.8426899,0.12812051,0.087070077,-4.983566063,1.6945335,0.084614038,3,Cr/Ti/Co
56331,9,-17,0,7.1495,75.1455,0,17.705,0,0,0,0,0,0,0,0,0.393,677.8714,120.6807675,107.179998,0.128074285,0.086504057,-5.050746682,1.6960912,0.085912963,3,Cr/Ti/Co
56332,9,-15,0,7.042,74.5645,0,18.3935,0,0,0,0,0,0,0,0,0.398,675.2143,121.737087,108.3111301,0.12802806,0.085931954,-5.115339097,1.6976489,0.087164708,3,Cr/Ti/Co
56333,9,-13,0,6.9345,73.9835,0,19.082,0,0,0,0,0,0,0,0,0.402,672.5571,122.4766833,109.125539,0.127981835,0.085353642,-5.177343306,1.6992066,0.088371277,3,Cr/Ti/Co
56334,9,-11,0,6.827,73.4025,0,19.7705,0,0,0,0,0,0,0,0,0.407,669.9,123.5101329,110.2338012,0.12793561,0.084768989,-5.23675931,1.7007643,0.089534495,3,Cr/Ti/Co
56335,9,-9,0,6.7195,72.8215,0,20.459,0,0,0,0,0,0,0,0,0.41,667.2429,123.9270238,110.7255047,0.127889385,0.084177858,-5.293587109,1.702322,0.090656033,3,Cr/Ti/Co
56336,9,-7,0,6.612,72.2405,0,21.1475,0,0,0,0,0,0,0,0,0.416,665.15,125.3461872,112.2194807,0.12784316,0.083580106,-5.347826703,1.7038797,0.091737418,3,Cr/Ti/Co
56337,9,-5,0,6.5045,71.6595,0,21.836,0,0,0,0,0,0,0,0,0.418,663.17,125.5738922,112.5219983,0.127796935,0.082975586,-5.399478091,1.7054374,0.092780055,3,Cr/Ti/Co
56338,9,-3,0,6.397,71.0785,0,22.5245,0,0,0,0,0,0,0,0,0.424,661.19,126.9960857,114.0190044,0.12775071,0.082364145,-5.448541275,1.7069951,0.093785236,3,Cr/Ti/Co
56339,9,-1,0,6.2895,70.4975,0,23.213,0,0,0,0,0,0,0,0,0.427,658.225,127.32112,114.4188513,0.127704485,0.08174562,-5.495016253,1.7085528,0.094754154,3,Cr/Ti/Co
56340,9,1,0,6.2525,69.825,0,23.9225,0,0,0,0,0,0,0,0,0.433,654.275,128.335387,115.488448,0.127688575,0.081531065,-5.570292805,1.7101285,0.095737472,3,Cr/Ti/Co
56341,9,3,0,6.2155,69.1525,0,24.632,0,0,0,0,0,0,0,0,0.436,650.325,128.4443901,115.6527808,0.127672665,0.081315643,-5.643593822,1.7117042,0.096685116,3,Cr/Ti/Co
56342,9,5,0,6.1785,68.48,0,25.3415,0,0,0,0,0,0,0,0,0.442,646.375,129.4210808,116.6848012,0.127656755,0.081099349,-5.714919303,1.7132799,0.097598126,3,Cr/Ti/Co
56343,9,7,0,6.1415,67.8075,0,26.051,0,0,0,0,0,0,0,0,0.446,642.425,129.7942622,117.1133123,0.127640845,0.080882174,-5.784269248,1.7148556,0.098477465,3,Cr/Ti/Co
56344,9,9,0,6.1045,67.135,0,26.7605,0,0,0,0,0,0,0,0,0.451,638.475,130.4423579,117.8167377,0.127624935,0.080664113,-5.851643658,1.7164313,0.099324027,3,Cr/Ti/Co
56345,9,11,0,6.0675,66.4625,0,27.47,0,0,0,0,0,0,0,0,0.455,634.525,130.7851204,118.2148299,0.127609025,0.080445156,-5.917042533,1.718007,0.100138644,3,Cr/Ti/Co
56346,9,13,0,6.0305,65.79,0,28.1795,0,0,0,0,0,0,0,0,0.461,630.575,131.684869,119.1699082,0.127593115,0.080225297,-5.980465871,1.7195827,0.100922088,3,Cr/Ti/Co
56347,9,15,0,5.9935,65.1175,0,28.889,0,0,0,0,0,0,0,0,0.465,626.625,131.9954231,119.535792,0.127577205,0.080004528,-6.041913674,1.7211584,0.101675081,3,Cr/Ti/Co
56348,9,17,0,5.9565,64.445,0,29.5985,0,0,0,0,0,0,0,0,0.471,622.675,132.855806,120.4515046,0.127561295,0.079782842,-6.101385942,1.7227341,0.102398294,3,Cr/Ti/Co
56349,9,19,0,5.9195,63.7725,0,30.308,0,0,0,0,0,0,0,0,0.475,618.725,133.1341519,120.7851802,0.127545385,0.07956023,-6.158882674,1.7243098,0.103092355,3,Cr/Ti/Co
56350,9,21,0,5.8825,63.1,0,31.0175,0,0,0,0,0,0,0,0,0.48,614.775,133.676676,121.383034,0.127529475,0.079336684,-6.21440387,1.7258855,0.103757847,3,Cr/Ti/Co
56351,9,23,0,5.814844,62.51926,0,31.66589,0,0,0,0,0,0,0,0,0.486,610.825,134.4780104,122.2449168,0.127500375,0.078925484,-6.247756856,1.727338921,0.10433017,3,Cr/Ti/Co
56352,9,25,0,5.742844,61.95272,0,32.30443,0,0,0,0,0,0,0,0,0.491,606.875,134.9829581,122.8110772,0.127469415,0.078484363,-6.276169331,1.728772509,0.104869241,3,Cr/Ti/Co
56353,9,27,0,5.666498,61.40039,0,32.93311,0,0,0,0,0,0,0,0,0.496,602.925,135.4700124,123.3600084,0.127436592,0.078012583,-6.299652302,1.73018621,0.105376375,3,Cr/Ti/Co
56354,9,29,0,5.585806,60.86225,0,33.55194,0,0,0,0,0,0,0,0,0.501,598.975,135.9391732,123.8917123,0.127401892,0.077509359,-6.318219547,1.731579879,0.105852837,3,Cr/Ti/Co
56355,9,31,0,5.50077,60.33832,0,34.16091,0,0,0,0,0,0,0,0,0.507,590.5,135.6207255,123.6364713,0.127365331,0.076973831,-6.331885948,1.732953694,0.106299818,3,Cr/Ti/Co
56356,9,33,0,5.411388,59.82859,0,34.76002,0,0,0,0,0,0,0,0,0.511,577.5,133.6814325,121.7610505,0.127326894,0.076405051,-6.340664272,1.734307456,0.106718456,3,Cr/Ti/Co
56357,9,35,0,5.317661,59.33306,0,35.34928,0,0,0,0,0,0,0,0,0.516,563.65,131.7520602,119.896215,0.127286595,0.075801988,-6.344571661,1.735641368,0.107109851,3,Cr/Ti/Co
56358,9,37,0,5.219589,58.85173,0,35.92868,0,0,0,0,0,0,0,0,0.522,548.95,129.8080107,118.0173674,0.127244422,0.075163527,-6.343622079,1.736955244,0.107475031,3,Cr/Ti/Co
56359,9,39,0,5.117171,58.3846,0,36.49823,0,0,0,0,0,0,0,0,0.528,534.25,127.784052,116.0592756,0.127200385,0.074488428,-6.337832506,1.738249254,0.107815003,3,Cr/Ti/Co
56360,9,41,0,5.032674,57.859,0,37.10833,0,0,0,0,0,0,0,0,0.534,521.2131,126.0824913,114.4208334,0.127164055,0.073924874,-6.342246971,1.739625323,0.108170113,3,Cr/Ti/Co
56361,11,-41,0,8.5426,78.11402,0,13.34338,0,0,0,0,0,0,0,0,0.393,703.2022,125.1903845,111.0056131,0.128673318,0.093408074,-4.812775369,1.685938396,0.076955033,3,Cr/Ti/Co
56362,11,-39,0,8.473372,77.78176,0,13.74487,0,0,0,0,0,0,0,0,0.38,700.6655,120.6125592,106.473343,0.128643552,0.093085556,-4.860379334,1.686849398,0.07789225,3,Cr/Ti/Co
56363,11,-37,0,8.400696,77.44901,0,14.1503,0,0,0,0,0,0,0,0,0.378,698.1289,119.5434041,105.4510068,0.128612307,0.092744817,-4.906604938,1.687770481,0.078816003,3,Cr/Ti/Co
56364,11,-35,0,8.324572,77.11575,0,14.55967,0,0,0,0,0,0,0,0,0.378,693.8752,118.815026,104.7707136,0.128579556,0.092385532,-4.951397349,1.688701312,0.07972641,3,Cr/Ti/Co
56365,11,-33,0,8.245,76.782,0,14.973,0,0,0,0,0,0,0,0,0.379,689.2666,118.3381148,104.3431496,0.12854535,0.0920073,-4.994706982,1.6896426,0.080623621,3,Cr/Ti/Co
56366,11,-31,0,8.138,76.55225,0,15.30975,0,0,0,0,0,0,0,0,0.381,684.6453,118.1649863,104.2226666,0.12849934,0.091494365,-5.014959834,1.69042625,0.081328779,3,Cr/Ti/Co
56367,11,-29,0,8.031,76.3225,0,15.6465,0,0,0,0,0,0,0,0,0.383,680.0113,117.9812805,104.0916064,0.12845333,0.090976376,-5.034295652,1.6912099,0.082020389,3,Cr/Ti/Co
56368,11,-27,0,7.924,76.09275,0,15.98325,0,0,0,0,0,0,0,0,0.386,680.75,119.0345835,105.197555,0.12840732,0.09045324,-5.052714435,1.69199355,0.082698789,3,Cr/Ti/Co
56369,11,-25,0,7.817,75.863,0,16.32,0,0,0,0,0,0,0,0,0.389,685,120.708645,106.924262,0.12836131,0.089924864,-5.070216183,1.6927772,0.083364304,3,Cr/Ti/Co
56370,11,-23,0,7.71,75.63325,0,16.65675,0,0,0,0,0,0,0,0,0.393,680.2,121.0953258,107.3635884,0.1283153,0.08939115,-5.086800896,1.69356085,0.084017238,3,Cr/Ti/Co
56371,11,-21,0,7.603,75.4035,0,16.9935,0,0,0,0,0,0,0,0,0.395,676.4714,121.04441,107.3653181,0.12826929,0.088851997,-5.102468575,1.6943445,0.084657884,3,Cr/Ti/Co
56372,11,-19,0,7.4955,74.8225,0,17.682,0,0,0,0,0,0,0,0,0.4,673.8143,122.0951512,108.4908719,0.128223065,0.088304744,-5.171544876,1.6959022,0.085959572,3,Cr/Ti/Co
56373,11,-17,0,7.388,74.2415,0,18.3705,0,0,0,0,0,0,0,0,0.403,671.1571,122.525769,108.9963023,0.12817684,0.087751787,-5.238032972,1.6974599,0.087214023,3,Cr/Ti/Co
56374,11,-15,0,7.2805,73.6605,0,19.059,0,0,0,0,0,0,0,0,0.407,668.5,123.2520135,109.7973594,0.128130615,0.087193014,-5.301932862,1.6990176,0.088423249,3,Cr/Ti/Co
56375,11,-13,0,7.173,73.0795,0,19.7475,0,0,0,0,0,0,0,0,0.41,665.8429,123.6670018,110.2871603,0.12808439,0.086628306,-5.363244548,1.7005753,0.089589079,3,Cr/Ti/Co
56376,11,-11,0,7.0655,72.4985,0,20.436,0,0,0,0,0,0,0,0,0.415,663.1857,124.6755957,111.3705668,0.128038165,0.086057544,-5.421968028,1.702133,0.090713187,3,Cr/Ti/Co
56377,11,-9,0,6.958,71.9175,0,21.1245,0,0,0,0,0,0,0,0,0.417,660.5286,124.7745131,111.5442968,0.12799194,0.085480601,-5.478103303,1.7036907,0.091797106,3,Cr/Ti/Co
56378,11,-7,0,6.8505,71.3365,0,21.813,0,0,0,0,0,0,0,0,0.422,658.21,125.8273729,112.6719692,0.127945715,0.084897345,-5.531650373,1.7052484,0.092842244,3,Cr/Ti/Co
